date,company,category,various_applications,aircraft,location
5/22/15,Kevin M. Kralicek,Photo/Film,False,Tarot 650,TX
5/22/15,DPR Construction,Construction,False,Skycatch,CA
5/22/15,"geoResource Technologies, Inc","Emergency Services, Real Estate, Agriculture, Construction",True,"DJI S1000, FireFLY6 BirdsEyeView Aerobotics (Amended 9/21/15)",MA
5/22/15,Surdex Corporation,"Utilities/Energy/Infrastructure, Government Contracting",False,Altavian Nova F6500,MO
5/22/15,"R&M Aerial Imagery, LLC",Photo/Film,False,DJI Inspire 1,VA
5/22/15,EGM100x35 Aerial Solutions,Photo/Film,False,"DJI Phantom 2, DJI Inspire 1",Puerto Rico 
5/22/15,"LandBros Aerial Photography, LLC",Photo/Film,False,DJI Phantom 2,LA
5/22/15,Stephen E. Van Vickle,"Photo/Film, Education",False,DJI Phantom 2 Vision+,VA
5/22/15,Snap 180 Media LLC,"Photo/Film, Education",False,DJI Inspire 1,AR
5/22/15,Aerial Photography and Survey LLC,"Agriculture, Conservation, Construction",False,3D Robotics Iris+,OR
5/22/15,"Qk4, Inc",Construction,False,Sensefly eBee,KY
5/22/15,Fovea Aero Systems LLC,"Utilities/Energy/Infrastructure, Photo/Film",False,"DJI Phantom 2 Vision+, DJI Inspire 1, DJI S1000+",NJ
5/26/15,"OpenSky Drones, LLC (I)",Research,False,"DJI S1000, DJI Inspire, DJI 450 Flame Wheel, DJI 550 Flame Wheel",FL
5/26/15,"OpenSky Drones, LLC (II)",Photo/Film,False,"DJI S1000, DJI Inspire, DJI 450 Flame Wheel, DJI 550 Flame Wheel",FL
5/26/15,"OpenSky Drones, LLC (III)",Utilities/Energy/Infrastructure,False,"DJI S1000, DJI Inspire, DJI 450 Flame Wheel, DJI 550 Flame Wheel",FL
5/26/15,"OpenSky Drones, LLC (IV)",Agriculture,False,"DJI S1000, DJI Inspire, DJI 450 Flame Wheel, DJI 550 Flame Wheel",FL
5/26/15,"OpenSky Drones, LLC (V)",Utilities/Energy/Infrastructure,False,"DJI S1000, DJI Inspire, DJI 450 Flame Wheel, DJI 550 Flame Wheel",FL
5/26/15,"OpenSky Drones, LLC (VI)",Insurance,False,"DJI S1000, DJI Inspire, DJI 450 Flame Wheel, DJI 550 Flame Wheel",FL
5/26/15,"Replicopy, Inc dba RDM Productions",Photo/Film,False,DJI Inspire,TX
5/26/15,"Accupoint, Inc",Construction,False,DJI S1000,AK
5/26/15,Helicam Helicopters,Photo/Film,False,Draganfly Innovations X6,WA
5/26/15,Midwest UAV Imaging,Photo/Film,False,"DJI Phantom 2 Vision+, DJI Phantom 3, Yuneec Q500 Typhoon",NE
5/26/15,Moonlight Engineering,Photo/Film,False,DJI Inspire 1 Model T600,MA
5/26/15,Andrew Dunn,"Photo/Film, Agriculture",False,"DJI Inspire 1, DJI S900",KY
5/28/15,I Drone Your Home,Real Estate,False,DJI Phantom 2,CA
5/28/15,"M3 Partners, LLC",Photo/Film,False,DJI Phantom 2 Vision+,SC
5/28/15,Keegan Kliman,Photo/Film,False,DJI Phantom 2,CA
5/28/15,Gerald J. Cauchi,"Construction, Real Estate, Photo/Film",False,DJI Phantom 2 Vision+,CA
5/28/15,"Aerial Impact Southeast, Inc.",Photo/Film,False,"DJI Phantom 2, DJI S900",GA
5/28/15,Anderson Rojas Photography,Real Estate,False,Phantom 2 Vision+,NJ
5/28/15,Christopher Ryan Welsh,Photo/Film,False,"Yuncee Q500 Typhoon, Blade 350 QX3",NY
5/28/15,David Garith Grinnell,"Real Estate, Construction",False,"DJI Phantom 2 Vision+, DJI Inspire 1",KY
5/28/15,"Dock House Digital, LLC",Photo/Film,False,DJI T600,SC
5/28/15,"Dronenautix, LLC",Photo/Film,False,3D Robotics Iris+,CA
5/28/15,"Extreme Aerial Works, LLC",Photo/Film,False,"DJI Phantom 2, Tarot 810, and DJI Inspire 1",NC
5/29/15,"Fly Low Aero, LLC",Photo/Film,False,"DJI Phantom 2 Vision Plus, DJI Inspire 1, DJI S-900",VA
5/29/15,"Michael Baker International, LLC","Photo/Film, Construction",False,"Precision Hawk Lancaster III, DJI Phantom 2 Vision+, DJI Phantom 3, DJI Inspire 1",PA
5/29/15,David Donald Halpin,"Construction, Real Estate",False,"DJI Phantom 2 Vision+, DJI Inspire 1",FL
5/29/15,"Property Drone Consortium, LLC","Insurance, Construction",False,"Microdrone MD4-1000, Aerialtronics Altura Zenith A TX8",WA
5/29/15,"Sky Scape Industries, LLC","Real Estate, Construction, Emergency Services",False,"DJI Phantom, DJI Phantom 2 Vision+, DJI Inspire, DJI S900, DJI S1000",FL
5/29/15,CDG Engineers,Construction,False,DJI Phantom 2 Vision,MO
5/29/15,"Airspace Aerial, LLC",Real Estate,False,DJI Inspire 1,OH
5/29/15,Barnett Associates Real Estate Team,Real Estate,False,DJI Phantom 2,WA
6/1/15,"Andar Enterprises, Inc.","Real Estate, Photo/Film",False,Yuneec Q500,IL
6/1/15,Soutex Inc. dba Soutex Surveyors & Engineers,Construction,False,Aibotix Aibot X-6,TX
6/1/15,Mike Levin Photography and Digital Imaging,"Photo/Film, Real Estate, Construction",False,"KongCopter X8, 3DRobotics IRIS+",PA
6/1/15,Galaxy UAV Systems,Agriculture,False,"Universeye Penguin, DJI Inspire 1",TX
6/1/15,"Offshore Aviation, LLC","Photo/Film, Real Estate, Construction, Education",True,"Vulcan SkyHook Mantis, Vulcan Raven",MD
6/1/15,American Drones LLC,"Utilities/Energy/Infrastructure, Government Contracting",False,"American Drones L.L.C. Falcon UAS, American Drones L.L.C. Phoenix UAS, American Drones L.L.C. Eagle UAS, American Drones L.L.C. Nighthawk UAS",OK
6/1/15,"Aerial Works, Inc",Utilities/Energy/Infrastructure,False,"DJI Spreading Wings S800, DJI Inspire 1",FL
6/2/15,Alon Sicherman,"Photo/Film, Construction, Real Estate",False,"DJI Phantom 2, DJI Inspire 1, DJI Phantom 3, DJI Phantom S900, DJI S1000, Tayzu Titan X8, Freefly Alta",NY
6/2/15,Rose Paving Company,Construction,False,DJI Phantom 2 Vision+,GA
6/2/15,"MC Consultants, Inc.",Construction,False,"DJI Phantom 2 Vision+, DJI Inspire 1",CA
6/2/15,"D&C Inspection Services, Inc.",Utilities/Energy/Infrastructure,False,"DJI Phantom 2 Vision, DJI Phantom 2 Vision+, Steadydrone QU4D, DJI S1000, DJI Inspire 1, DJI Flamewheel F550",TX
6/2/15,"Terraplane, LLC","Utilities/Energy/Infrastructure, Government Contracting, Agriculture, Scientific Studies, Conservation",True,"Ritewing Z3 Spade 47"", Ritewing Z3 Spade 70"", Ritewing Z4 Spade 52"", DJI Phantom 2, DJI Phantom 2 Vision+, DJI Spreading Wings S1000, ARF-MikroKopter OktoXL",IA
6/2/15,"The Visual Arts Group, LLC",Emergency Services,False,"DJI Inspire 1, DJI S1000",GA
6/2/15,Robin J. Saderup,Photo/Film,False,Yuneec Q500 Typhoon,AZ
6/2/15,Trihydro Corporation,"Utilities/Energy/Infrastructure, Government Contracting, Agriculture, Scientific Studies, Conservation",True,"Altavian Nova R8400, DJI S1000, DJI Inspire 1, DJI Phantom 3 Professional",WY
6/2/15,Jaime Melgar,Photo/Film,False,DJI Phantom,FL
6/2/15,Ultimate Outdoors TV LLC,Photo/Film,False,"Blade 350 QX3, DJI Inspire 1",IN
6/5/15,Fovea Aero Systems LLC,Photo/Film,False,"DJI Phantom 2 Vision+, DJI Inspire 1, DJI S1000+",NJ
6/5/15,Guy Stacy Walker,"Photo/Film, Real Estate",False,DJI Inspire 1,IN
6/5/15,Edward Thomas Zakarian,Real Estate,False,Phantom 2 Vision+,FL
6/5/15,Witt Tech LLC,"Real Estate, Insurance",False,"3D Robotics IRIS+, 3D Robotics Solo",KS
6/5/15,"Pickett & Associates, Inc.","Utilities/Energy/Infrastructure, Agriculture",False,"Steadidrone QU4D-X 4, DJI Inspire 1",FL
6/5/15,"SpawGlass Contractors, Inc.",Construction,False,DJI Inspire 1,TX
6/5/15,City of McAllen,Photo/Film,False,DJI Phantom 2 Vision+,TX
6/5/15,"Volo Pervidi, LLC",Utilities/Energy/Infrastructure,False,"SenseFly eBee, DJI Phantom 2 Vision+",NM
6/5/15,Aerial Oklahoma,Photo/Film,False,DJI Inspire 1,OK
6/5/15,Jason Sanko,Real Estate,False,DJI Phantom 2 Vision+,NC
6/5/15,Elevated Cinematics LLC,Photo/Film,False,"DJI Phantom 2, Tarot 680",GA
6/5/15,Lewis Enterprises,Agricultue,False,"DJI Phantom 2, DJI Phantom 2 Vision+",MN
6/5/15,SCS Engineers,Utilities/Energy/Infrastructure,False,DJI Phantom 2,NY
6/5/15,James Hamlin,Photo/Film/Other,False,"DJI S1000, DJI Phantom 2",GA
6/5/15,Snowy Owl Productions,"PhotoFilm, Utilities/Energy/Infrastructure, Real Estate",True,"DJI Phantom 2 Vision+, DJI S1000+",ND
6/5/15,William Clary,Photo/Film,False,"DJI S1000, Aeronavics Skyjib 8",CA
6/5/15,"Blue Ridge Services, Inc.",Utilities/Energy/Infrastructure,False,SenseFly eBee,CA
6/5/15,Electric Eye Aerial Scanning,Photo/Film,False,Skywalker X8 Flying Wing,MT
6/5/15,"C.H. Fenstermaker & Associates, LLC",Utilities/Energy/Infrastructure,False,DJI S800,LA
6/5/15,"Narrate Studios, LLC",Photo/Film/Construction/Real Estate/Other,True,DJI Phantom 2 Vision+,MN
6/5/15,John F. McCreary,"Photo/Film, Construction, Real Estate",False,DJI Phantom 2 Vision+,IL
6/5/15,"EMC, Inc.","Utilities/Energy/Infrastructure, Construction, Government Contracting",True,SenseFly eBee,MS
6/5/15,Precision Air Inc.,"Agriculture, Real Estate",False,DJI Inspire 1,IN
6/5/15,Ryan R. Smith,"Photo/Film, Emergency Services, Real Estate",False,"DJI Phantom 2 Vision+,DJI Inspire",FL
6/5/15,Mid-Michigan Helicopters ,"Real Estate, Agriculture",False,DJI Phantom 2 Vision+,MI
6/5/15,Brian L. Short,Photo/Film,False,"DJI Phantom 2 Vision+, DJI Inspire 1",KS
6/5/15,The Scene Lab LLC,Real Estate,False,DJI Phantom Vision 2+,CT
6/8/15,Brett Baker,"Education, Real Estate",False,DJI Phantom 2,WA
6/8/15,Crosstimbers Video Partners LLC,Real Estate,False,"DJI Phantom 2, DJI Phantom 3, DJI Inspire 1 (Amended 9/11/15)",TX
6/8/15,"Aerial Imaging Technologies LLC, dba Aeritek","Photo/Film, Agriculture",False,"DJI S-900, 3D Robotics Aero-M",FL
6/8/15,Copper City Aviation Services LLC,Real Estate,False,"DJI Phantom Vision 2, DJI Inspire 1",AZ
6/8/15,Special Forces Parachute Team 501 (c)(19),"Photo/Film, Construction, Real Estate",False,DJI Phantom 2 Vision+,NC
6/8/15,RS&H,Photo/Film/Infracturature,False,DJI Inspire 1,FL
6/8/15,"Ramaker & Associates, Inc.",Photo/Film/Mapping/Surveying,False,"DJI Phantom 2 Vision+, DJI Inspire 1, Draganflyer X4-P, Draganflyer X4ES",WI
6/8/15,"RKC Media Solutions, LLC",Photo/Film,False,DJI-S900,FL
6/8/15,Cardno Limited,"Utilities/Energy/Infrastructure, Government Contracting",False,Altavian Nova R8400,Australia
6/8/15,"Aerial Edge, Inc",Photo/Film,False,"Cinestar 8 (AE001, AE002, AE003, AE004) and Cinestar 6 (AE005 and AE006)",WA
6/8/15,Cloud9Drones,"Utilities/Energy/Infrastructure, Photo/Film",False,"C9D-BD (Butterfly Dragon), DJI-S1000+, DJI Inspire 1, DJI Phantom 3, 3DR Solo, 3DR Iris+",TX
6/8/15,SkyGizmo,"Photo/Film, Education",False,"DJI S1000+, Yuneec Q500",CA
6/9/15,"Precision Design & Drafting, Inc.",Utilities/Energy/Infrastructure,False,"DJI Phantom Vision 2+, DJI Phantom Vision 3, DJI Inspire 1",CA
6/9/15,"Precision Unmanned Aerial, LLC","Real Estate, Emergency Services",False,"DJI Phantom 2, DJI Inspire 1, DJI S1000",OR
6/9/15,Adam Winkle,Photo/Film,False,DJI Phantom 2 Vision+,FL
6/9/15,CinemaCapture Videography,"Photo/Film, Real Estate",False,"DJI Phantom 2, DJI Inspire 1",PA
6/9/15,Tabitha Femmer,Real Estate,False,"DJI Phantom 2, DJI Spreading Wings S1000",LA
6/9/15,Digitals By Ronnie,"Photo/Film, Real Estate, Education",False,Yuneec Q500 Typhoon,CO
6/9/15,"Birds Eye Aerial Photography, Inc.",Photo/Film,False,"DJI Spreading Wings S900, DJI Spreading Wings S800 EVO, DJI Phantom 3, DJI Inspire 1",VA
6/9/15,Legend Creative Group,"Photo/Film, Real Estate, Construction, Conservation, Utilities/Energy/Infrastructure",True,DJI Inspire 1,IL
6/9/15,Eagle View Aerial Imaging LLC,"Real Estate, Construction, Conservation, Utilities/Energy/Infrastructure",True,DJI Inspire 1,CA
6/9/15,"Laymon International, LLC","Utilities/Energy/Infrastructure, Photo/Film",False,DJI Inspire 1,CA
6/9/15,"James Baldwin, Jr. dba SkyVideoCT","Photo/Film, Real Estate",False,DJI Inspire 1,CT
6/9/15,"Coffee House Industries, LLC",Photo/Film,False,"DJI Phantom 2 Vision+, DJI Inspire 1",CA
6/9/15,ATAC Global LLC,Photo/Film,False,DJI S900,NV
6/12/15,"Vertical Approach Aerial Solutions, LLC",Photo/Film,False,DJI Inspire 1,TX
6/12/15,Leading Edge Technologies,Agriculture,False,SenseFly eBee,MN
6/12/15,"Skylab Aerial Imaging, LLC",Photo/Film,False,DJI Inspire 1,WA
6/12/15,Caribbean Project Management,Construction,False,DJI Phantom 2,PR
6/12/15,Drone Surveys and Reports,"Photo/Film, Real",False,"DJI Phantom 2 Vision+, DJI Inspire 1",TX
6/12/15,Donan Solutions LLC,Insurance,False,"DJI Phantom 3, DJI Phantom 2 Vision+, DJI Phantom 2",KY
6/12/15,Kyle Norton,Real Estate,False,"DJI Phantom 2 Vision+, DJI Phantom 3",CT
6/12/15,The Agent Drone LLC,"Construction, Real Estate",False,DJI Phantom 2 Vision+,WA
6/16/15,Internet Realty/Florida Keys Inc.,Real Estate,False,DJI Phantom 2 Vision Plus,FL
6/16/15,DuPage County Stormwater Management,Government Contracting,False,DJI Phantom 2 Vision+,IL
6/16/15,"Avant Unmanned Aerial Solutions, LLC","Agriculture, Insurance, Construction, Emergency Services, Real Estate, ",True,"DJI Phantom 2 Vision Plus, DJI Inspire, DJI Phantom 3, Event 38 E384",TX
6/16/15,"Wohnrade Civil Engineers, Inc.","Utilities/Energy/Infrastructure, Construction, Government Contracting",True,DJI Inspire 1,CO
6/16/15,"AUV, LLC",Photo/FIlm,False,"DJI Inspire 1, Steadidrone Mavrik, 3DR Solo",AZ
6/16/15,"Drone for Hire, LLC","Agriculture, Emergency Services",False,Y6-Scout,CA
6/16/15,Jimmy W. Dean,"Construction, Real Estate",False,DJI Phantom 2 Vision+,IN
6/16/15,Joseph D. Renda,Real Estate,False,DJI Phantom 2 Vision+,FL
6/16/15,"Axis Surveying, LLC","Agriculture, Real Estate, Construction",False,"DJI Phantom 2 Vision plus, DJI Phantom 3 Vision, 3DRobotics X8-M, 3DRobotics Aero-M",IN
6/16/15,The Lyle Company,Utilities/Energy/Infrastructure,False,DJI Inspire 1,CA
6/16/15,"Alert5 International, LLC",Photo/Film,False,"DJI Inspire 1, DJI Phantom, DJI Matrix 100",FL
6/16/15,Eugene Lew,Real Estate,False,"DJI Phantom 2 Vision+, DJI Inspire 1",OR
6/16/15,Coleman Engineering Company,Utilities/Energy/Infrastructure,False,DJI Phantom 2,MI
6/16/15,"LEDIC Management Group, LLC",Real Estate,False,DJI Inspire 1,TN
6/16/15,"Site Flight, Inc.","Photo/Film, Education, Other",False,"DJI Phantom 2, DJI Inspire 1, DJI S900, DJI S1000",FL
6/16/15,"KellAir Aerial Solutions, LLC","Real Estate, Agriculture, Construction",False,"DJI Phantom 2, DJI Phantom 2 Vision+ v3, DJI Phantom 3",FL
6/16/15,Thomas Hall,"Construction, Real Estate",False,"DJI Phantom 2 Vision+, DJI Inspire 1",MT
6/16/15,Thomas N. Black,Real Estate,False,"DJI Phantom 2 Vision+, DJI Inspire 1",GA
6/16/15,"Charles Franklin, Inc.",Photo/Film,False,DJI Inspire 1,TX
6/16/15,"Specialized Project Services, Inc.","Agriculture, Conservation, Real Estate, Other",True,DJI Phantom 2 Vision+,SD
6/16/15,"REDLine Aerospace, LLC",Photo/Film,False,"DJI T600 Inspire 1, SteadiDrone Mavrick, Freefly Cinestar X8",NV
6/16/15,HYSight Technologies,"Utilities/Energy/Infrastructure, Photo/Film, Agriculture",True,"DJI Phantom 2 Vision+, DJI Phantom 3, DJI Inspire 1",OH
6/16/15,Enviroskycam,Conservation,False,DJI Phantom 2 Vision+,CA
6/16/15,CellAntenna Corporation,Utilities/Energy/Infrastructure,False,"DJI S1000 Spreading Wings, DJI Inspire, DJI 450 Flame Wheel Quadcopter, DJI 550 Flame Wheel Hexacopter",FL
6/16/15,Envision Security dba Envision Aerials,"Construction, Real Estate",False,DJI Inspire 1,LA
6/16/15,"Aerodrone, LLC",Photo/Film,False,DJI Phantom 2,FL
6/16/15,Vertical Imagery LLC,"Utilities/Energy/Infrastructure, Emergency Services, Photo/Film",True,DJI T600,OR
6/16/15,MCS Communications,Real Estate,False,"DJI Phantom 2, DJI S900, DJI Inspire, DJI Matrix (Amended 9/11/15)",PA
6/16/15,AECOM,Construction,False,Skycatch,CO
6/16/15,Robert H. Melton Jr.,"Photo/Film, Agriculture, Emergency Services",False,DJI Phantom 2 Vison Plus,TN
6/16/15,Empire Unmanned LLC,Agriculture,False,"DJI Phantom 2 Vision+, DJI Phantom 2, DJI Inspire 1, DJI S1000+, DJI S900, SenseFly eXom, DJI Phantom 3",ID
6/16/15,"Orbic Air, LLC",Photo/Film,False,"DJI S1000, DJI S900, DJI Phantom 2, DJI Phantom 3, Freefly Cinestar 8, DJI Inspire 1, Intuitive Aerial Aerigon",CA
6/16/15,Terra Imaging LLC,Photo/Film,False,"Trimble UX5, DJI S1000",CO
6/16/15,Singer's Creations,Real Estate,False,DJI S Phantom 2 Vision+ UAS,PA
6/17/15,"Motown Digital, LLC",Photo/Film,False,DJI Spreading Wings S900,MI
6/17/15,ProFly Drones,"Photo/Film, Emergency Services",False,Q500 Typhoon,CA
6/17/15,"Alaska Aerial Survey, LLC","Real Estate, Insurance, Utility/Energy/Infrastructure",False,DJI Inspire l,AK
6/17/15,SFX Entertainment,Other-Security,False,DJI S900,AZ
6/17/15,Sky Eye LLC,"Photo/Film, Construction, Real Estate",False,"DJI Phantom 3, DJI Phantom 2 Vision+, DJI Inspire 1",CT
6/17/15,"Holder Construction Group, LLC",Construction,False,DJI Phantom 3,GA
6/17/15,"Cayalazac Enterprises, LLC","Photo/Film, Education, Real Estate",False,DJI Phantom 2 Vision+,FL
6/17/15,William J Puckett,"Photo/Film, Emergency Services, Education",False,DJI Phantom 2 Vision+ DJI Inspire 1,OK
6/17/15,Mile Sky Productions LLC,Real Estate,False,DJI Phantom 3,CO
6/17/15,Waking Sky LLC,Photo/Film,False,DJI Phantom 2,FL
6/17/15,"McMahon Helicopter Services, Inc. ","Photo/Film, Real Estate, Utilities/Energy/Infrastructure",True,"DJI Phantom 2, DJI Inspire 1",MI
6/18/15,CCLD Technologies,Utilities/Energy/Infrastructure,False,Aibotix X6,GA
6/18/15,"Compass Light, Inc",Photo/Film,False,"Cinestar X-8 HL, DJI Inspire 1, DJI Phantom 2, DJI Phantom 3",FL
6/18/15,Mark Ingle,"Emergency Services, Photo/Film",False,Tarot 650M,SC
6/18/15,"US Drone Aviation, LLC",Utilities/Energy/Infrastructure,False,"DJI Phantom, DJI S1000, 3DRobotics X8+, 3DRobotics X-8M",WY
6/19/15,"Liberty Mutual Incurance Company, LLC",Insurance,False,"Liberty 1, Liberty 2, Liberty 3, Liberty 4",MA
6/23/15,Adam Palitz,Real Estate,False,"DJI Phantom Vision+, DJI Phantom 3",CA
6/23/15,Advanced Robotics Corporation,"Education, Agriculture, Emergency Services, Conservation",True,"Advanced Robotics AR-960, AR-540",AZ
6/23/15,"ArialMG, Inc.",Photo/Film,False,DJI Phantom 3,IL
6/23/15,"BMS Aerial Photo, Inc",Utilities/Energy/Infrastructure,False,DJI Inspire 1,OH
6/23/15,Corvus Eye Productions LLC,"Photo/Film, Real Estate, Emergency Services",False,"DJI Phantom Vision 2, Foxtech K130",WA
6/23/15,Deland Drones,"Real Estate, Construction",False,"Turnigy Talon 500, Tarot 680Pro",FL
6/23/15,Desert West Land Surveys,"Utilities/Energy/Infrastructure, Construction",False,SenseFly eBee,ID
6/23/15,"DigiNovations, Inc","Photo/Film, Real Estate, Construction",False,"DJI Phantom 2 Vision+, DJI Inspire 1",MA
6/23/15,"DividedSky Aerial Productions, LLC","Photo/Film, Agriculture",False,"DJI Phantom Vision 2+, 3D Robotics Iris+, 3D Robotics X8+M, xCel Drones XD-1100 CF, xCel Drones XD-550 CDR",VA
6/23/15,"Duke Energy Business Services, LLC",Utilities/Energy/Infrastructure,False,AeroVironment Qube,NC
6/23/15,"Empire Unmanned, LLC","Photo/Film, Real Estate, Agriculture, Emergency Services",True,"DJI Phantom 2 Vision+, DJI Phantom 2, DJI Inspire 1, DJI S1000+, DJI S900",ID
6/23/15,FlightWink LLC,"Photo/Film, Utilities/Energy/Infrastructure, Conservation",True,"Volantex Raptor, Tarot T-18",KS
6/23/15,Green Bee Limited,"Photo/Film, Agriculture",False,"DJI Phantom 2, Turbo Ace Matrix-E",CO
6/23/15,"Hawaii Commercial Drone Operations, LLP",Utilities/Energy/Infrastructure,False,Phantom 2 Vision,HI
6/23/15,Idaho Power Company,"Scientific Studies, Conservation",False,MikroKopter sUAS,ID
6/23/15,"InTEC of San Antonio, LP",Construction,False,"DJI Phantom Vision 2, DJI Phantom 3",TX
6/23/15,"John R Jurgensen, Company",Utilities/Energy/Infrastructure,False,Event38 E384,OH
6/23/15,Jonathan William Held,Photo/Film,False,P2 Multirotor,CA
6/23/15,KalScott Engineering,Government Contracting,False,"DJI Phantom, DJI S900, DJI S1000",KS
6/23/15,Michael R. Foytho,Photo/Film,False,DJI Phantom Vision+,SC
6/23/15,Montana Aerial Solutions,"Photo/Film, Agriculture, Real Estate",False,3DRobotics IRIS+,MT
6/23/15,Payson Associates,"Real Estate, Construction, Insurance",False,DJI Phantom 2 Vision+,PA
6/23/15,Pinncal X LLC,"Manufacturer, Emergency Serivices, Utilities/Energy/Infrastructure",True,Pinnacl X Chameleon Pro,CT
6/23/15,Raven Aerial Imaging,"Utilities/Energy/Infrastructure, Agriculture",False,DJI Phantom 2 Vision+,CA
6/23/15,"RX Ag Services, LLC",Agriculture,False,2015 AgEagle,SD
6/23/15,"Sky Vision Services, LLC",Real Estate,False,Tarot FY690S,CA
6/23/15,"SkySpecs, Inc",Utilities/Energy/Infrastructure OR Construction,False,DJI S900,MI
6/23/15,Steve Fincher Photography,"Photo/Film, Construction",False,3DR Iris+,SC
6/23/15,"Steven Chain, Chain Enterprises","Real Estate, Construction",False,"REHawk500, REHawk680",CA
6/23/15,Thomas Simonsen,Education,False,DJI Phantom 2 Vision+,MN
6/23/15,Tony O. Martin,"Photo/Film, Real Estate",False,Blade 350 QX2,WV
6/23/15,"TR-IAG, LLC","Photo/Film, Utilities/Energy/Infrastructure",False,DJI Inspire 1,AZ
6/23/15,"Yonkers Contracting Co., Inc","Government Contracting, Construction",False,Walkera - TALI H500,NY
6/25/15,Turin Aviation Group,"Utilities/Energy/Infrastructure, Agriculture, Construction, Education",True,C-Astral Bramor gEO,FL
6/25/15,Discovery Management Group LLC,Photo/Film,False,DJI Phantom 2,OR
6/25/15,Michael Bethers,Real Estate,False,DJI Inspire 1,OR
6/25/15,"Envision Virtual Tours, Inc.",Real Estate,False,"DJI Phanton 2 Vision+, DJI Phantom 3 Professional, DJI Inspire 1",GA
6/25/15,360 Productions LLC,Photo/Film,False,"DJI Phantom 2, DJI Inspire 1",ME
6/25/15,Dave Woll,Real Estate,False,"DJI Phantom Vision+, DJI Phantom 3",IL
6/25/15,UAVRG LLC,Photo/Film,False,"DJI Phantom 2 Vision+, DJI Phantom 3, DJI Inspire 1",TX
6/26/15,JS Photography,"Photo/Film, Real Estate, Construction, Education",True,DJI Phantom 3 Professional,NH
6/26/15,Geum Services Inc,"Photo/Film, Real Estate",False,"DJI Phantom 2, DJI Phantom 3",MI
6/26/15,Darryl W Lee Sr,"Construction, Real Estate, Photo/Video",False,"DJI Phantom 2 Vision+, DJI Phantom 3, DJI Inspire 1, 3D Robotics Solo",TX
6/26/15,Kovar & Associates LLC,"Agriculture, Government Contracting, Emergency Services, Education",True,"DJI Phantom 2 Vision+, Event38 E384, PrecisionHawk Landcaster",IL
6/26/15,Thomas Goodall,"Photo/Film, Real Estate",False,DJI Inspire 1,CA
6/26/15,William K Pedersen,"Construction, Real Estate",False,"DJI Phantom 2, DJI S1000",NC
6/26/15,Spark Aerial Inc,"Photo/Film, Agriculture",False,"DJI Phantom 2 Vision+, DJI Inspire 1, DJI S1000",CA
6/26/15,Terra Solva GIS LLC Inc,Other-Security,False,DJI Spreading Wings S800,CO
6/26/15,Eric M Roberts,"Construction, Real Estate, Photo/Video",False,"DJI Phantom 2, DJI Phantom 3",NV
6/26/15,McKim & Creed Inc,"Utilities/Energy/Infrastructure, Construction",False,"3D Robotics Aero-M, Steadi Drone Mavrik, DJI S900",NC
6/26/15,"Discovery Management Group, LLC","Education, Real Estate, Photo/Film, Agriculture",True,DJI Phantom 2,OR
6/26/15,Paul Seiden,Photo/Film,False,DJI Phantom 2,IL
6/26/15,"Tukuh Technologies, LLC","Utilities/Energy/Infrastructure, Agriculture, Construction",True,SenseFly eBee,MO
6/26/15,"GraVoc Associates, Inc","Photo/Film, Real Estate",False,"DJI Phantom 2, DJI Inspire 1",MA
6/26/15,Pueo Communications,Education,False,DJI Inspire 1,HI
6/26/15,SkyView Aerial Solutions LLC,"Utilities/Energy/Infrastructure, Construction",False,DJI Phantom 2,SC
6/26/15,Sustainment Solutions Inc,"Utilities/Energy/Infrastructure, Agriculture",False,Aeryon SkyRanger,KY
6/26/15,Michael Todd Hacker,Photo/Film,False,"DJI Phantom 2 Vision+, DJI Inspire 1",VA
6/26/15,"MLT Video Productions, LLC","Photo/Film, Utilities/Energy/Infrastructure, Real Estate, Emergency Services",True,DJI Inspire 1,MN
6/29/15,Sky Realty Productions,Photo/Film,False,"DJI S800, DJI S1000",FL
6/29/15,Xizmo Media Productions LLC,Photo/Film,False,DJI Spreading Wings S800,NY
6/29/15,Patricia A Lines and Associates Inc,Photo/Film,False,3DR Solo,OH
6/29/15,DSJ LLC,Photo/Film,False,DJI Phantom 3,MI
6/29/15,Dyno Nobel Louisiana Ammonia LLC,Utilities/Energy/Infrastructure,False,DJI Phantom 2,LA
6/29/15,Orlando Aviation Consultants,Photo/Film,False,DJI Phantom 3,FL
6/29/15,Perch Photography LLC,"Photo/Film, Agriculture, Real Estate, Construction",True,DJI Inspire 1,TN
6/29/15,Drew's Aerial Photography,"Photo/Film, Construction, Real Estate",False,"DJI Phantom 2 Vision+, DJI Inspire 1",WA
6/29/15,Skyflik Aerial Filming,Real Estate,False,"DJI Phantom 2 Vision+, DJI Phantom 3",NH
6/29/15,James Michael Hourihan,Emergency Services,False,"DJI Phantom 2 Vision, DJI Phantom 3, DJI S1000",MA
6/29/15,Sydor Aerial Photography LLC,Emergency Services,False,"DJI Phantom 2 Vision, DJI Phantom 2 Vision+, DJI Inspire 1, DJI Phantom 3",IN
6/29/15,9three Solutions Inc,Utilities/Energy/Infrastructure,False,Align M690,WV
6/29/15,B & N Aerial Innovations,"Photo/Film, Real Estate",False,DJI Phantom 2 Vision+,CA
6/29/15,X12 Production Services LLP,Photo/Film,False,X12 140611,TX
