f,ict
28093,3
26039,4
05039,4
49047,4
05037,4
26035,4
05035,4
26037,6
05033,4
26031,5
05031,4
31167,2
49045,4
48229,1
20089,3
20087,3
20085,3
29151,3
20083,3
20081,3
49043,4
01051,2
01053,2
01055,2
01057,2
01059,2
49041,4
37019,2
13199,3
13193,2
37011,3
13191,3
37013,1
13197,5
37015,1
13195,4
37017,2
48311,1
48313,3
48315,1
48317,2
48319,2
48139,4
48429,2
48131,1
48133,2
48135,2
48137,1
13067,4
13065,3
13063,5
55011,3
13061,2
47177,1
13069,3
13265,3
13267,3
13261,3
13263,4
13269,2
42055,5
45089,3
40089,1
48047,2
48041,4
48043,2
40081,2
26153,2
40083,2
40085,2
40087,2
20065,3
37161,3
20067,3
37163,2
20061,3
37165,2
20063,3
37167,3
37169,2
20069,3
48351,1
45081,3
31119,2
31113,2
31111,2
31117,2
31115,2
48211,2
18159,6
26159,4
18153,3
18151,4
18157,5
18155,2
51117,3
29119,2
29113,3
29111,2
29117,2
29115,2
51033,3
51031,3
55065,4
51037,3
55103,6
55101,6
55107,3
55105,5
51119,3
51035,3
48055,5
38059,3
02122,2
47025,2
47023,1
47021,3
47029,2
04011,7
28073,3
17037,4
19179,1
39169,6
17039,5
19173,1
39163,4
19171,1
39161,4
19177,1
39167,4
19175,1
39165,8
22027,4
22025,3
22023,3
22021,3
22029,3
51620,2
02016,2
02013,2
39017,10
39015,5
39013,4
39011,4
39019,5
22117,3
22115,3
22113,3
46061,3
40001,2
12039,2
42031,4
46065,3
22111,3
46067,3
42035,4
12033,4
12031,4
42039,4
12037,2
40003,2
12035,5
51133,3
51131,2
51137,3
51135,3
40005,1
51139,2
31177,2
40007,1
13299,2
13291,3
13293,2
13295,3
13297,6
12107,2
12105,5
12103,5
12101,5
02240,2
12109,3
26049,7
05029,4
26041,2
05021,4
26043,3
05023,4
26045,6
05025,4
26047,5
05027,4
20099,3
48239,1
20091,2
20093,3
20095,4
20097,3
13185,3
13187,3
13181,3
13183,3
01049,2
13189,3
26023,3
05115,4
05117,4
05111,4
05113,4
48309,6
05119,4
48435,2
48437,2
48431,2
48433,2
48439,5
48129,2
48123,1
48121,4
26029,5
48125,2
13071,2
13073,3
13075,2
13077,4
13079,4
13277,2
13275,2
13273,3
13271,2
45087,3
45085,4
45083,4
13279,2
18099,5
13143,5
18093,5
18091,5
18097,5
18095,5
48057,1
40099,1
48053,7
48051,3
40093,2
40091,2
40097,2
40095,1
20077,4
20075,3
37199,3
20073,4
20071,3
37195,2
37197,2
37191,2
37193,2
20079,4
18167,3
20205,3
18165,3
18163,3
18161,2
20207,3
18169,3
20201,3
29127,2
48399,3
29125,3
29123,3
28027,2
29121,2
51595,2
20139,4
29129,2
39129,5
13147,3
35049,5
35045,5
35047,5
35041,5
35043,5
48391,2
48393,2
55139,6
55137,5
17049,4
55135,5
55133,6
55131,6
31105,2
31107,1
31101,2
31103,2
31109,2
37103,1
47013,2
47011,2
47017,1
47015,1
47019,1
39157,4
19165,1
39155,8
19167,2
39153,9
19161,1
39151,10
19163,1
30085,3
39159,5
55009,6
51041,3
55003,2
51580,2
37109,3
55007,2
55005,2
22031,4
22033,3
22035,3
22037,3
22039,3
51630,3
02068,2
02060,2
39023,7
39021,4
39027,5
39025,8
39029,5
48361,4
48363,3
12027,3
12021,3
12023,3
51830,3
12029,3
46073,3
46071,3
46077,3
42009,5
46075,3
42007,5
42005,5
46079,3
42003,5
42001,7
48369,2
51125,4
51127,3
51121,3
48027,5
46053,3
45017,4
48023,1
12111,4
12113,4
12115,5
12117,6
12119,4
26059,5
17199,4
17197,4
26053,2
17195,4
26051,5
17193,4
26057,5
17191,4
26055,4
48209,8
48203,1
45019,4
41069,7
48207,2
48205,2
17175,5
17177,4
17171,4
48029,7
17173,4
01077,2
01075,2
17179,5
01071,2
51141,2
48339,6
48337,1
48335,2
48333,3
48331,3
48117,2
48115,2
48113,6
48111,2
40153,1
40151,2
48119,1
48417,2
48415,2
13089,7
13085,6
13087,2
13081,2
13083,3
48413,2
13243,2
13241,3
13247,6
13245,3
13249,2
48411,3
34031,5
48063,1
48061,5
48067,1
48065,2
48069,2
20043,3
20041,4
20047,3
20045,4
37189,2
37187,1
20049,4
37185,2
37183,3
37181,3
01095,2
01097,2
01091,2
34039,5
01093,2
01099,2
18171,3
18173,3
18175,3
18177,3
18179,5
54035,1
54037,1
54031,1
54033,1
54039,1
29131,3
29133,3
29135,3
29137,3
29139,3
18085,5
18087,4
18081,5
18083,3
18089,4
48097,2
31009,2
40119,1
35059,5
31005,2
35057,5
31007,2
35055,5
31001,2
35053,5
31003,2
35051,5
45069,3
40115,2
55129,2
48099,4
55121,5
55123,7
55125,3
55127,8
28087,2
31173,1
28083,2
28081,2
31179,2
28089,3
51079,3
47009,2
47005,1
47007,2
47001,2
47003,1
19111,1
39141,5
19113,1
39143,4
19115,1
39145,5
19117,1
39147,5
19119,2
39149,5
55019,2
51077,2
49037,4
51057,3
49035,6
51051,2
46035,3
49033,4
02070,2
51053,2
19029,1
39039,6
19025,1
39035,10
19027,1
39037,5
19021,1
39031,3
19023,1
39033,4
37139,1
51800,2
19169,1
12051,3
12053,4
12055,2
12057,5
12059,2
42019,5
46049,3
46047,3
42011,7
46045,3
42013,7
46043,3
42015,4
46041,3
42017,3
51159,2
48347,1
51153,4
51155,3
51157,2
48345,2
48343,1
48341,2
55001,5
26067,6
05099,4
26065,6
26063,6
26061,3
02261,2
26069,6
17189,4
17181,4
17183,4
17185,4
17187,4
01069,2
17165,4
17163,3
17161,4
01061,2
01063,2
01065,2
01067,2
49023,4
48329,2
48321,2
48323,1
48325,2
48327,2
48101,2
48103,2
48105,2
48107,2
48109,1
48459,1
13099,2
13097,3
13095,3
13093,2
13091,2
48215,6
48217,3
13259,4
48213,2
13255,5
13257,3
13251,3
13253,2
37097,3
48079,2
48075,2
48077,1
30061,3
48073,1
20059,3
20055,3
20057,3
20051,4
20053,4
01087,2
01085,2
01083,2
01081,2
40149,1
01089,3
05149,4
18181,5
18183,4
05147,4
54025,1
54023,1
54021,1
30063,3
54029,1
30015,3
30017,3
30011,3
30013,3
31019,2
31017,2
35061,5
31015,2
30019,3
31013,2
31011,2
48507,1
51069,2
23011,3
28091,2
23013,3
31161,2
23015,3
28095,2
23017,3
28097,2
23019,3
28099,2
31169,2
47079,1
49025,4
47071,1
47073,1
47075,3
47077,1
55061,5
19103,1
55063,4
19101,1
51036,2
19107,1
55067,4
19105,1
55069,5
19109,1
55031,2
47105,2
47107,2
47101,1
47103,1
47109,1
29067,2
39049,7
19039,1
39041,7
19037,1
39043,4
19035,1
39045,7
19033,1
39047,4
19031,1
51810,2
13141,3
12043,2
12041,3
12047,2
48395,3
12045,2
12049,2
13145,5
46059,3
46051,3
01009,2
46055,3
46057,3
37029,1
51149,2
01007,2
51143,4
29069,3
51147,3
51145,3
01003,2
02275,2
48397,4
02270,2
26071,2
26073,7
26075,4
26077,5
26079,4
47047,3
51063,3
17153,4
48269,2
17151,4
17157,4
17155,5
05091,4
17159,4
05095,4
05097,4
48183,1
13319,3
13315,2
13317,3
13311,3
13313,3
17081,4
17083,4
17085,4
17087,4
17089,3
05145,4
48187,4
05143,4
05141,4
48469,1
48467,1
48465,1
45063,4
48463,1
48461,2
20119,3
20115,4
20117,3
20111,3
20113,4
13229,2
48263,2
48265,1
48267,2
13221,3
13223,3
13225,4
13227,5
55091,3
40049,2
40045,1
40047,2
40041,2
40043,2
48009,1
48001,1
48003,2
48005,1
48007,2
20029,3
48167,5
20021,3
20023,3
20025,3
20027,3
13135,7
13137,3
13131,2
13133,4
40139,1
13139,6
55053,5
54013,1
54011,1
54017,1
54015,1
54019,1
48485,1
48487,1
38019,3
48483,2
38015,3
30075,3
38017,3
05049,4
38011,3
38013,2
05047,4
48169,2
30007,3
31029,2
30005,3
30003,3
30001,3
31023,2
31021,2
31027,2
31025,2
30009,3
55027,7
23003,3
23001,3
28069,2
23007,3
31159,2
23005,3
28065,2
31155,2
23009,3
31153,2
28063,2
47069,1
29153,2
47063,2
47061,2
47067,1
47065,2
40131,3
55071,6
55077,5
19139,1
55075,6
19137,1
19135,1
55079,6
19133,1
40133,2
19131,1
40135,2
40137,1
02050,2
47117,1
47115,2
47113,1
13035,5
47119,1
01131,2
40035,2
28115,2
28117,2
39059,3
28111,2
28113,2
19003,1
39053,4
19001,1
39051,7
28119,2
39057,7
19005,2
39055,8
12079,2
12077,2
12075,3
12073,2
12071,4
51177,3
49011,6
51175,2
51173,2
51171,2
49013,4
51179,3
51775,3
51770,3
48449,1
49015,4
46083,3
46081,3
46087,3
49017,4
46085,3
49055,4
46089,3
49051,4
49053,4
39075,4
26089,4
26085,3
26087,6
26081,5
26083,2
05089,4
17149,4
05083,4
05081,4
05087,4
05085,4
13309,2
13307,3
13305,4
13303,3
13301,3
12095,5
17093,4
12097,5
17091,4
12091,3
17097,4
12093,3
17095,5
17099,5
12099,8
48201,7
48479,2
48471,4
48473,5
48475,2
48477,4
55025,4
20109,3
20107,3
20105,4
20103,3
20101,3
51075,3
55021,4
51073,3
48273,2
13239,2
48277,1
48275,2
13233,4
13231,3
13237,2
13235,2
41055,7
41057,7
41051,8
01079,2
41053,9
40059,1
40057,1
40055,1
41059,7
40053,2
40051,2
48019,3
29099,4
29097,3
48013,2
29095,3
48011,2
29093,2
48017,2
29091,2
48015,4
20039,3
20033,3
20031,3
20037,3
20035,4
37087,3
13127,3
37085,3
13125,3
37083,1
13123,3
37081,3
13121,7
40129,1
37089,3
13129,4
54009,1
54005,1
54007,1
54001,1
54003,1
48497,3
48495,2
48493,2
38009,2
38007,3
38005,3
38003,3
38001,3
30033,3
30031,3
30037,3
30035,3
30039,3
18035,5
18037,3
18031,4
18033,4
48489,3
18039,5
29075,2
31149,2
29077,3
29071,4
29073,3
28079,2
31141,2
31143,2
29079,2
31145,2
23031,3
28071,2
47057,2
47055,1
02195,2
47051,2
02198,2
47059,1
48059,2
19129,1
55049,4
55047,5
19121,1
55045,5
19123,1
55043,4
19125,1
51540,3
19127,1
35001,5
31035,2
35003,5
31037,2
35005,5
31031,2
35007,5
31033,2
35009,5
31039,2
48441,2
48443,1
47123,2
47121,2
47127,1
47125,3
48445,2
47129,2
39067,4
19015,1
39065,4
19017,1
39063,5
19011,1
39061,10
19013,1
19019,1
39069,7
28107,2
28105,2
28103,2
28101,2
28109,2
12069,5
01043,2
12061,5
12063,2
12065,2
12067,2
51161,3
51163,2
51165,2
51167,2
51169,2
51760,3
48045,2
46099,3
49049,5
46095,3
46097,3
46091,3
46093,3
48297,1
26099,10
26097,4
26095,2
26093,5
26091,4
56043,2
29167,2
46015,3
17139,4
31157,2
17131,4
17133,3
17135,4
29169,2
17137,4
28061,2
12086,7
12087,2
12085,4
12083,3
12081,5
12089,3
17045,4
17047,4
17041,4
17043,3
20133,3
20131,3
20137,3
20135,3
13207,4
13205,2
13201,2
13209,2
48249,2
48247,1
48245,5
48243,1
48241,2
45015,4
41047,9
40069,1
41045,7
45011,3
41043,8
45013,3
41041,7
40063,2
40061,2
40067,2
40065,1
41049,7
20007,3
29089,3
20005,3
46017,3
20003,3
20001,3
29081,2
29083,2
29085,2
20009,3
29087,2
12009,7
13113,5
37091,1
13111,3
37093,2
13117,7
37095,1
13115,5
12007,3
40117,2
37099,3
13119,3
40113,3
40111,3
46019,3
54079,1
54043,1
54071,1
54073,1
54075,1
54077,1
38039,3
38033,2
38031,3
38037,3
38035,3
51790,3
34019,4
30029,3
55073,5
34011,4
30025,3
34013,5
30027,3
34015,4
30021,3
34017,5
30023,3
54105,1
18027,4
54107,1
18025,3
54101,1
18023,5
54103,1
18021,3
54109,1
18029,2
38105,2
38103,3
51009,3
38101,3
23029,3
28049,3
29065,2
29063,2
29061,2
28043,2
23021,3
28041,2
23023,3
28047,1
23025,3
28045,1
23027,3
47041,1
02180,2
47043,1
47045,1
02185,2
47049,1
02188,2
01073,3
51550,2
51001,2
55059,5
55051,2
51570,2
55055,7
55057,7
31041,2
35013,5
31043,2
35011,5
31045,2
35017,5
31047,2
35015,5
31049,2
35019,5
51680,3
51683,2
51685,2
47139,2
47135,1
47137,1
47131,1
47133,1
19061,1
39071,5
19063,2
39073,3
19065,2
29173,2
19067,1
39077,5
19069,1
39079,4
28133,2
28131,1
28137,3
28135,2
28139,2
55017,2
19099,1
51199,3
40013,1
51195,2
51197,3
51191,2
51193,3
22081,4
22083,3
40011,2
22085,3
22087,4
19095,1
22089,4
40017,2
40015,2
02220,2
47111,1
17129,4
13321,3
17123,5
17121,4
17127,4
17125,4
26135,5
26137,5
26131,2
26133,4
26139,4
20125,3
20127,3
20121,3
20123,3
20129,3
17057,5
17055,4
17053,4
12133,2
48383,3
48381,2
48387,1
17059,4
13211,3
12131,3
13215,5
13217,5
13219,4
01041,2
48259,3
48251,3
26033,3
48255,1
48257,2
45007,3
41071,8
45005,3
45003,3
45001,3
48039,5
45009,3
20011,3
20013,3
20015,4
20017,3
20019,4
01047,2
19009,1
40109,3
37069,2
13109,3
37065,1
13105,3
37067,2
13107,4
37061,2
13101,3
37063,3
13103,4
48221,3
04009,7
38025,2
29183,4
38027,3
29185,2
38021,3
29187,3
29186,3
04001,7
54063,1
04003,7
54061,1
04005,7
38029,3
04007,7
54065,1
19007,1
40075,2
40077,1
40071,1
40073,2
40079,1
30059,3
34009,4
30051,3
34003,5
30053,3
17051,4
30055,3
34007,4
30057,3
34005,4
18013,5
18011,6
18017,4
18015,4
18019,4
28055,2
28057,2
28051,2
28053,2
28059,1
29053,3
29051,3
29057,2
29055,2
29059,2
48385,1
37119,3
13213,3
31185,2
31181,2
31183,2
48481,2
31053,2
31051,2
31057,2
35029,5
31055,2
35027,5
35025,5
31059,2
35023,5
35021,5
55083,6
55081,5
55087,7
55085,4
55089,6
47149,3
51690,3
47141,1
47143,2
47145,2
47147,3
19073,1
19071,1
39089,7
19077,1
19075,1
39085,9
39087,4
19079,1
39081,4
39083,4
28129,2
28125,2
28127,3
28121,3
28123,3
46107,3
48253,2
02150,2
51187,2
51185,3
51183,2
51181,2
55013,2
22093,4
22091,3
22097,3
22095,4
22099,3
51740,2
48031,3
17203,5
17201,5
48033,2
02230,2
48035,3
48037,1
17117,4
17115,4
05059,4
17111,4
05055,4
05057,4
05051,4
05053,4
42087,7
26127,4
42085,5
26125,10
42083,4
26123,3
42081,4
26121,4
42089,4
26129,6
20151,3
10005,2
20153,3
20155,3
10001,2
20157,3
10003,2
20159,3
17063,4
48423,1
17061,4
17067,4
17065,4
17069,4
48421,2
30077,3
34021,4
48427,3
28085,2
48425,4
29141,3
49057,5
45033,3
45031,3
45037,3
29143,3
45035,4
41065,7
45039,4
41067,8
41061,7
41063,7
48283,1
48281,4
48287,6
48285,1
31071,2
48289,3
13179,4
37079,2
13171,4
37077,3
13173,3
37075,2
13175,4
37073,1
13177,3
37071,3
54057,1
54055,1
54053,1
54051,1
32021,2
54059,1
38051,3
38053,2
04019,10
38055,3
29197,2
38057,3
29195,2
04012,7
04013,11
29199,2
04017,7
04015,8
13005,2
13007,3
13001,3
13003,2
40009,1
13009,2
30049,3
30043,3
30041,3
30047,3
30045,3
18009,5
40101,2
18005,4
18007,4
18001,4
18003,5
28021,2
28023,2
40103,2
28025,2
20203,3
28029,3
45091,4
37133,2
20209,2
55037,2
40105,2
37107,1
37105,2
29049,1
37101,2
29045,2
29047,3
29041,3
29510,4
29043,2
51510,4
51515,4
34037,4
35039,5
34035,4
34033,4
31069,2
31067,2
35031,5
31065,2
35033,5
31063,2
35035,5
31061,2
35037,5
51021,3
02090,2
55099,2
55015,5
19191,2
55095,1
19193,2
55097,5
19195,1
51023,3
19197,1
55093,1
31085,2
31087,2
47159,1
31081,2
31083,2
46037,3
47153,2
47151,2
31089,2
47157,3
47155,2
29181,2
26161,6
51027,2
19049,1
39099,8
19047,1
39097,5
19045,1
39095,10
19043,2
39093,10
19041,2
39091,3
28159,2
51029,3
54069,1
28151,2
28153,2
46031,3
28155,2
28157,2
38023,2
48379,1
29189,4
17023,4
48049,1
54067,1
48373,1
51730,2
51735,2
48371,2
48377,1
22045,3
39111,4
22047,3
22041,3
05123,4
22043,3
22049,3
51640,3
56015,2
17101,4
56017,2
17103,4
56011,2
17105,5
56013,2
17107,4
17109,5
05045,4
56019,2
05043,4
05041,4
17145,4
17147,4
17141,5
26113,4
42091,3
26111,4
42093,7
26117,5
42095,7
26115,6
42097,7
49019,4
42099,7
26119,5
17143,5
20143,3
20141,3
20147,3
20145,3
20149,3
17079,4
17075,4
17077,4
17071,4
17073,4
51019,4
41019,8
45029,3
41011,7
45025,3
41013,7
45027,3
41015,7
45021,3
41017,7
45023,3
29211,2
29213,2
29215,2
48299,4
29217,2
29219,4
48295,2
40031,1
48291,3
48293,4
51045,3
37049,1
13169,4
37043,2
13163,3
37041,1
13161,2
37047,2
13167,3
37045,3
13165,3
04027,7
54041,1
04025,7
34001,4
04023,8
54045,1
04021,8
54047,1
54049,1
38043,3
38041,3
38047,3
38045,3
38049,3
13017,2
13015,5
13013,7
30109,3
13011,4
30107,3
30105,3
40019,2
30103,3
30101,3
13019,3
18079,4
18071,4
18073,3
18075,5
18077,2
28033,3
28031,2
28037,2
28035,3
48189,2
28039,1
29039,2
37131,1
37137,1
37135,3
29031,3
29033,2
29035,2
29037,3
47099,1
47093,2
47091,1
47097,3
47095,1
40037,3
18105,5
18107,3
18101,3
18103,5
18109,5
51071,3
29145,3
31079,2
29147,2
34023,5
30073,3
34025,5
30071,3
34027,5
34029,5
31073,2
29149,2
31075,2
30079,3
31077,2
47167,3
47165,3
19189,1
47163,1
47161,1
19183,1
19181,1
19187,1
47169,3
19185,1
31097,2
31095,2
31093,2
31091,2
31099,2
19059,2
55039,8
49021,4
19051,1
19053,1
19055,1
19057,1
28149,3
28143,3
28141,2
28147,2
28145,2
37113,2
22123,3
22121,3
22127,3
22125,3
02170,2
39135,7
39137,5
39131,4
39133,8
51720,2
39139,4
51017,2
22057,4
22055,3
22053,3
22051,5
22059,3
48271,1
51650,3
56007,2
05079,4
56005,2
56003,2
56001,2
05073,4
05071,4
05077,4
05075,4
56009,2
49027,4
48279,2
30087,3
49003,4
49001,4
42069,4
26109,2
49005,4
42065,6
26105,4
42067,7
26107,3
42061,6
26101,4
42063,5
26103,3
48359,2
40107,2
20179,3
20177,4
20175,3
20173,4
20171,3
17009,4
17001,4
17003,4
17005,4
17007,5
45059,3
41009,8
45051,3
41003,8
45053,3
40033,2
45055,4
41007,7
45057,4
41005,8
29203,2
29201,3
29207,3
29205,2
29209,2
13157,5
37055,1
13155,2
37057,3
01019,2
37051,3
13151,5
37053,1
01015,2
01017,2
01011,2
37059,2
13159,2
42115,4
33009,4
42111,7
42113,4
33003,4
48409,3
33001,4
33007,4
33005,3
55109,1
48175,1
48177,1
48171,1
38079,3
38077,3
38075,2
38073,3
48407,3
38071,3
20195,3
20197,3
20191,4
20193,3
40025,1
20199,3
13023,3
13021,5
13027,2
13025,3
01121,2
30111,3
01123,2
01125,2
01127,2
35028,5
18069,4
18063,5
18061,4
18067,5
18065,6
28009,2
28007,2
28005,2
28003,2
28001,2
29029,3
37129,2
29023,3
29021,1
29027,3
29025,2
18117,5
18115,2
18113,4
18111,3
18119,4
45077,3
51007,3
40123,2
48083,3
38095,3
29157,3
38097,3
29155,3
38091,3
30065,3
38093,3
30067,3
30069,3
38099,3
29159,2
47171,1
47173,2
47175,1
37115,3
47179,1
40125,2
51005,2
47027,1
47085,1
47087,1
45079,4
47083,1
47089,2
55141,5
19083,1
19081,1
37117,1
19087,1
42037,7
19085,1
19089,2
22119,4
51003,3
48375,2
51710,2
02164,2
51087,3
39127,3
51085,4
39125,4
51083,3
39123,6
51081,2
39121,4
51089,3
37111,3
22063,3
22061,3
22067,3
22065,3
22069,3
46111,3
46113,3
49009,4
46115,3
46117,3
48389,2
46119,3
48197,1
51660,2
56033,2
56031,2
56037,2
56035,2
56039,2
32031,4
32033,2
48195,2
49031,4
51049,3
48355,3
46029,3
31151,2
49039,4
42079,4
46025,3
42077,7
46027,3
42075,7
46021,3
42073,5
46023,3
42071,7
20169,4
28067,2
48349,3
20161,3
20163,3
20165,3
20167,4
51043,2
17019,4
48353,2
51590,4
17013,4
17011,4
17017,4
17015,4
48193,3
55035,2
17167,5
51047,3
48491,8
55033,2
26005,4
05065,4
26007,4
05067,4
26001,5
05061,4
26003,2
05063,4
02282,2
26009,5
05069,4
48505,1
45049,3
48501,2
48503,1
45043,3
45041,4
45047,3
45045,4
51750,3
48499,1
37021,3
33015,4
37023,3
33017,4
37025,3
33011,4
37027,3
33013,4
17113,5
13149,5
01005,2
33019,4
01001,2
42107,7
42105,6
42103,4
42101,3
48181,2
17169,4
48185,4
42109,7
38069,3
48165,2
48163,1
48161,3
38061,2
38063,3
38065,3
38067,3
20187,3
20185,3
20183,3
20181,3
20189,3
41037,7
40039,1
41035,8
41033,8
13039,3
41031,7
01133,2
13037,2
13031,3
41039,8
13033,3
18057,6
18055,4
48095,2
18053,4
18051,3
18059,5
29017,3
28019,3
29015,2
29013,2
29011,2
28011,2
28013,2
28015,2
29019,3
28017,2
37159,2
37151,3
37153,2
37155,3
37157,2
18123,2
18121,3
18127,4
18125,2
51520,2
18129,3
55041,3
29163,2
38087,3
29161,2
38085,3
30099,3
38083,3
29165,3
38081,3
30095,3
40121,2
30097,3
30091,3
30093,3
38089,3
47189,3
48453,8
47185,1
47187,3
49007,4
47181,1
47183,1
48451,2
48457,2
28161,3
28163,2
48455,1
40127,2
22101,3
22103,4
22105,3
22107,3
22109,4
19097,1
19091,1
19093,1
31165,2
51700,3
02110,2
39113,9
51091,2
32510,3
51093,3
39117,5
51095,3
39115,4
51097,3
51099,3
39119,3
22079,3
22075,4
22077,3
22071,4
22073,3
46103,3
46101,3
02020,2
46105,3
46109,3
51678,3
51670,2
56029,2
51067,3
56025,2
56027,2
56021,2
56023,2
32027,2
32023,3
28077,2
13153,4
32029,3
28075,2
30083,3
49029,4
42049,4
46039,3
42043,7
26163,11
42041,7
31147,2
42047,4
46033,3
42045,3
26165,4
17027,4
17025,4
05129,4
17021,4
05125,4
05127,4
05121,4
17029,4
48225,2
01013,2
51820,3
47053,1
48081,3
42117,4
05011,4
26017,6
05013,4
26015,3
05015,4
26013,2
05017,4
26011,6
05019,4
02290,2
26019,4
48199,3
42033,6
48227,2
46063,3
29229,2
29221,3
29223,3
29225,2
29227,2
37033,2
01039,2
37031,1
37037,3
37035,3
01033,2
42119,7
01031,2
37039,2
01037,2
01035,2
48219,2
42133,7
46069,3
42131,4
48191,2
54099,1
54093,1
54091,1
54097,1
54095,1
48153,2
48151,2
48157,6
48155,1
48085,6
48405,1
48159,1
48401,1
48403,1
01107,2
01105,2
01103,2
01101,2
01109,2
13049,2
41021,7
45075,4
41023,7
45073,3
41025,7
45071,4
41027,8
48089,2
41029,7
13043,3
13045,5
13047,3
18041,3
18043,2
48223,1
18045,3
18047,3
18049,4
48087,2
55078,2
29001,2
29003,2
29005,2
29007,3
29009,2
31171,2
37149,3
51061,2
51011,3
37143,1
37141,2
37147,1
37145,3
51013,4
31139,2
48173,2
51025,2
31135,2
31137,2
31131,2
31133,2
51015,3
18139,3
18135,3
18137,2
18131,5
18133,3
48179,2
48071,4
29179,2
30089,3
29175,3
29177,2
29171,2
30081,3
35006,5
17119,3
31175,2
