f,ict
28093,2
26039,4
05039,4
49047,1
05037,4
26035,5
05035,4
26037,6
05033,4
26031,5
05031,4
31167,3
49045,3
48229,1
20089,3
20087,3
20085,3
29151,1
20083,3
20081,3
49043,3
01051,1
01053,1
01055,1
01057,1
01059,1
49041,1
37019,1
13199,2
13193,1
37011,1
13191,2
37013,1
13197,3
37015,1
13195,3
37017,1
48311,1
48313,4
48315,1
48317,2
48319,3
48139,4
48429,2
48131,1
48133,2
48135,2
48137,1
13067,5
13065,1
13063,4
55011,2
13061,1
47177,1
13069,2
13265,2
13267,2
13261,1
13263,3
13269,1
42055,3
45089,2
40089,1
48047,4
48041,4
48043,2
40081,1
26153,1
40083,1
40085,1
40087,1
20065,3
37161,1
20067,3
37163,1
20061,3
37165,1
20063,3
37167,1
37169,1
20069,3
48351,2
45081,2
31119,3
31113,3
31111,3
31117,3
31115,3
48211,2
18159,5
26159,5
18153,4
18151,5
18157,6
18155,2
51117,4
29119,2
29113,2
29111,1
29117,2
29115,1
51033,4
51031,4
55065,4
51037,4
55103,6
55101,5
55107,2
55105,5
51119,3
51035,3
48055,5
38059,3
02122,1
47025,2
47023,1
47021,3
47029,2
04011,1
28073,2
17037,3
19179,2
39169,6
17039,3
19173,2
39163,2
19171,2
39161,3
19177,2
39167,4
19175,2
39165,6
22027,3
22025,3
22023,3
22021,3
22029,3
51620,2
02016,1
02013,1
39017,7
39015,4
39013,4
39011,3
39019,4
22117,3
22115,3
22113,3
46061,2
40001,1
12039,1
42031,2
46065,2
22111,3
46067,2
42035,3
12033,2
12031,3
42039,2
12037,1
40003,1
12035,4
51133,3
51131,2
51137,4
51135,4
40005,1
51139,4
31177,3
40007,1
13299,1
13291,3
13293,1
13295,2
13297,5
12107,1
12105,4
12103,4
12101,4
02240,1
12109,2
26049,9
05029,4
26041,1
05021,4
26043,2
05023,4
26045,6
05025,4
26047,5
05027,4
20099,3
48239,1
20091,2
20093,3
20095,3
20097,3
13185,1
13187,3
13181,2
13183,2
01049,1
13189,2
26023,4
05115,4
05117,4
05111,4
05113,4
48309,6
05119,4
48435,3
48437,2
48431,3
48433,2
48439,4
48129,2
48123,1
48121,4
26029,5
48125,2
13071,1
13073,2
13075,1
13077,3
13079,2
13277,1
13275,1
13273,1
13271,1
45087,2
45085,2
45083,2
13279,2
18099,6
13143,4
18093,4
18091,6
18097,5
18095,5
48057,2
40099,1
48053,7
48051,4
40093,1
40091,1
40097,1
40095,1
20077,3
20075,3
37199,1
20073,3
20071,3
37195,1
37197,1
37191,1
37193,1
20079,3
18167,3
20205,3
18165,3
18163,4
18161,2
20207,3
18169,4
20201,3
29127,1
48399,4
29125,1
29123,1
28027,1
29121,1
51595,2
20139,3
29129,2
39129,3
13147,3
35049,3
35045,3
35047,3
35041,3
35043,3
48391,3
48393,2
55139,6
55137,4
17049,2
55135,4
55133,6
55131,6
31105,3
31107,2
31101,3
31103,3
31109,3
37103,1
47013,2
47011,1
47017,1
47015,1
47019,2
39157,4
19165,2
39155,6
19167,3
39153,6
19161,2
39151,7
19163,3
30085,3
39159,4
55009,5
51041,4
55003,2
51580,2
37109,1
55007,2
55005,3
22031,3
22033,3
22035,3
22037,3
22039,3
51630,5
02068,1
02060,1
39023,6
39021,3
39027,4
39025,5
39029,3
48361,3
48363,1
12027,2
12021,2
12023,2
51830,3
12029,2
46073,2
46071,2
46077,2
42009,2
46075,2
42007,3
42005,2
46079,2
42003,3
42001,5
48369,2
51125,5
51127,4
51121,3
48027,5
46053,2
45017,2
48023,1
12111,2
12113,2
12115,2
12117,4
12119,2
26059,5
17199,2
17197,2
26053,1
17195,2
26051,5
17193,2
26057,6
17191,2
26055,4
48209,5
48203,1
45019,2
41069,4
48207,2
48205,2
17175,3
17177,3
17171,3
48029,6
17173,3
01077,1
01075,1
17179,3
01071,1
51141,2
48339,4
48337,1
48335,2
48333,4
48331,4
48117,3
48115,2
48113,5
48111,2
40153,1
40151,1
48119,1
48417,2
48415,2
13089,6
13085,4
13087,1
13081,1
13083,2
48413,3
13243,1
13241,2
13247,4
13245,2
13249,1
48411,4
34031,4
48063,1
48061,5
48067,2
48065,2
48069,2
20043,3
20041,3
20047,3
20045,3
37189,1
37187,1
20049,3
37185,1
37183,2
37181,1
01095,1
01097,1
01091,1
34039,4
01093,1
01099,1
18171,4
18173,3
18175,2
18177,2
18179,4
54035,1
54037,1
54031,1
54033,1
54039,2
29131,1
29133,1
29135,1
29137,1
29139,1
18085,5
18087,5
18081,5
18083,4
18089,3
48097,2
31009,3
40119,1
35059,3
31005,3
35057,3
31007,3
35055,3
31001,3
35053,3
31003,3
35051,3
45069,2
40115,1
55129,2
48099,4
55121,4
55123,7
55125,3
55127,7
28087,1
31173,2
28083,1
28081,1
31179,3
28089,2
51079,4
47009,2
47005,1
47007,1
47001,2
47003,1
19111,2
39141,4
19113,3
39143,4
19115,2
39145,4
19117,2
39147,4
19119,2
39149,4
55019,2
51077,2
49037,1
51057,3
49035,4
51051,2
46035,2
49033,1
02070,1
51053,3
19029,2
39039,5
19025,2
39035,8
19027,2
39037,4
19021,2
39031,3
19023,3
39033,3
37139,1
51800,2
19169,2
12051,2
12053,2
12055,1
12057,4
12059,1
42019,3
46049,2
46047,2
42011,6
46045,2
42013,4
46043,2
42015,3
46041,2
42017,2
51159,2
48347,2
51153,6
51155,3
51157,2
48345,2
48343,1
48341,3
55001,5
26067,6
05099,4
26065,6
26063,6
26061,2
02261,1
26069,6
17189,2
17181,2
17183,2
17185,2
17187,2
01069,1
17165,2
17163,2
17161,2
01061,1
01063,1
01065,1
01067,1
49023,1
48329,2
48321,1
48323,1
48325,2
48327,3
48101,2
48103,2
48105,3
48107,2
48109,1
48459,1
13099,1
13097,3
13095,1
13093,1
13091,1
48215,6
48217,4
13259,2
48213,1
13255,4
13257,2
13251,2
13253,1
37097,1
48079,2
48075,2
48077,1
30061,3
48073,1
20059,3
20055,3
20057,3
20051,3
20053,3
01087,1
01085,1
01083,1
01081,1
40149,1
01089,1
05149,4
18181,5
18183,4
05147,4
54025,1
54023,1
54021,1
30063,3
54029,2
30015,3
30017,3
30011,3
30013,3
31019,3
31017,3
35061,3
31015,3
30019,3
31013,3
31011,3
15007,2
48507,1
15003,2
15001,2
15009,2
51069,4
23011,2
28091,2
23013,2
31161,3
23015,2
28095,1
23017,2
28097,1
23019,2
28099,1
31169,3
47079,1
49025,1
47071,1
47073,2
47075,3
47077,1
55061,4
19103,3
55063,3
19101,2
51036,2
19107,2
55067,3
19105,2
55069,4
19109,2
55031,2
47105,2
47107,1
47101,1
47103,1
47109,1
29067,2
39049,5
19039,2
39041,5
19037,3
39043,3
19035,2
39045,5
19033,2
39047,3
19031,2
51810,2
13141,2
12043,1
12041,2
12047,1
48395,4
12045,1
12049,1
13145,3
46059,2
46051,2
01009,1
46055,2
46057,2
37029,1
51149,3
01007,1
51143,5
29069,1
51147,4
51145,4
01003,1
02275,1
48397,4
02270,1
26071,1
26073,7
26075,4
26077,5
26079,4
47047,3
51063,3
17153,2
48269,2
17151,2
17157,2
17155,3
05091,4
17159,2
05095,4
05097,4
48183,1
13319,2
13315,1
13317,2
13311,3
13313,2
17081,2
17083,2
17085,3
17087,2
17089,1
05145,4
48187,2
05143,4
05141,4
48469,2
48467,1
48465,1
45063,2
48463,1
48461,2
20119,3
20115,3
20117,3
20111,3
20113,3
13229,1
48263,2
48265,1
48267,3
13221,2
13223,3
13225,2
13227,4
55091,2
40049,1
40045,1
40047,1
40041,1
40043,1
48009,1
48001,1
48003,2
48005,1
48007,3
20029,3
48167,3
20021,3
20023,3
20025,3
20027,3
13135,6
13137,3
13131,1
13133,3
40139,1
13139,4
55053,4
54013,1
54011,2
54017,1
54015,1
54019,1
48485,1
48487,1
38019,3
48483,2
38015,3
30075,3
38017,3
05049,4
38011,3
38013,2
05047,4
48169,2
30007,3
31029,3
30005,3
30003,3
30001,3
31023,3
31021,3
31027,3
31025,3
30009,3
55027,7
23003,2
23001,2
28069,1
23007,2
31159,3
23005,2
28065,2
31155,3
23009,2
31153,3
28063,1
47069,1
29153,2
47063,2
47061,1
47067,2
47065,1
40131,1
55071,5
55077,5
19139,2
55075,5
19137,2
19135,3
55079,5
19133,3
40133,1
19131,3
40135,1
40137,1
02050,1
47117,1
47115,1
47113,1
13035,4
47119,1
01131,1
40035,1
28115,1
28117,1
39059,3
28111,1
28113,2
19003,2
39053,3
19001,3
39051,5
28119,1
39057,7
19005,3
39055,5
12079,1
12077,1
12075,2
12073,1
12071,2
51177,5
49011,4
51175,2
51173,2
51171,4
49013,1
51179,5
51775,3
51770,3
48449,1
49015,1
46083,2
46081,2
46087,2
49017,1
46085,2
49055,1
46089,2
49051,2
49053,1
39075,3
26089,4
26085,4
26087,8
26081,4
26083,1
05089,4
17149,2
05083,4
05081,4
05087,4
05085,4
13309,2
13307,2
13305,2
13303,2
13301,2
12095,3
17093,2
12097,3
17091,2
12091,2
17097,2
12093,2
17095,3
17099,3
12099,5
48201,5
48479,2
48471,3
48473,4
48475,2
48477,4
55025,4
20109,3
20107,3
20105,3
20103,3
20101,3
51075,4
55021,4
51073,3
48273,3
13239,1
48277,1
48275,2
13233,3
13231,2
13237,1
13235,1
41055,4
41057,4
41051,6
01079,1
41053,6
40059,1
40057,1
40055,1
41059,4
40053,1
40051,1
48019,2
29099,2
29097,3
48013,2
29095,3
48011,2
29093,1
48017,2
29091,1
48015,3
20039,3
20033,3
20031,3
20037,3
20035,3
37087,1
13127,2
37085,1
13125,2
37083,1
13123,3
37081,1
13121,6
40129,1
37089,1
13129,3
54009,2
54005,1
54007,1
54001,1
54003,1
48497,1
48495,2
48493,1
38009,3
38007,3
38005,3
38003,3
38001,3
30033,3
30031,3
30037,3
30035,3
30039,3
18035,5
18037,4
18031,4
18033,5
48489,3
18039,6
29075,2
31149,3
29077,3
29071,2
29073,1
28079,2
31141,3
31143,3
29079,2
31145,3
23031,2
28071,1
47057,2
47055,1
02195,1
47051,1
02198,1
47059,2
48059,2
19129,2
55049,4
55047,4
19121,3
55045,5
19123,2
55043,5
19125,3
51540,3
19127,2
35001,3
31035,3
35003,3
31037,3
35005,3
31031,3
35007,3
31033,3
35009,3
31039,3
48441,2
48443,1
47123,2
47121,1
47127,1
47125,3
48445,2
47129,2
39067,3
19015,3
39065,3
19017,3
39063,4
19011,2
39061,7
19013,3
19019,3
39069,5
28107,1
28105,1
28103,1
28101,1
28109,1
12069,3
01043,1
12061,2
12063,1
12065,1
12067,1
51161,3
51163,2
51165,2
51167,2
51169,2
51760,5
48045,2
46099,2
49049,3
46095,2
46097,2
46091,2
46093,2
48297,2
26099,10
26097,3
26095,1
26093,6
26091,4
56043,1
29167,2
46015,2
17139,3
31157,3
17131,2
17133,2
17135,2
29169,1
17137,2
28061,1
12086,5
12087,1
12085,2
12083,2
12081,2
12089,2
17045,2
17047,2
17041,2
17043,1
20133,3
20131,3
20137,3
20135,3
13207,2
13205,1
13201,1
13209,2
48249,3
48247,1
48245,5
48243,1
48241,2
45015,2
41047,6
40069,1
41045,4
45011,2
41043,5
45013,2
41041,4
40063,1
40061,1
40067,1
40065,1
41049,4
20007,3
29089,1
20005,3
46017,2
20003,3
20001,3
29081,2
29083,2
29085,2
20009,3
29087,2
12009,4
13113,4
37091,1
13111,3
37093,1
13117,6
37095,1
13115,4
12007,2
40117,1
37099,1
13119,2
40113,1
40111,1
46019,2
54079,2
54043,2
54071,1
54073,1
54075,1
54077,1
38039,3
38033,3
38031,3
38037,3
38035,3
51790,3
34019,4
30029,3
55073,4
34011,4
30025,3
34013,4
30027,3
34015,4
30021,3
34017,4
30023,3
54105,1
18027,5
54107,1
18025,4
54101,1
18023,4
54103,1
18021,3
54109,1
18029,2
38105,3
38103,3
51009,4
38101,3
23029,2
28049,2
29065,1
29063,2
29061,2
28043,1
23021,2
28041,1
23023,2
28047,1
23025,2
28045,1
23027,2
47041,1
02180,1
47043,1
47045,1
02185,1
47049,1
02188,1
01073,1
51550,2
51001,2
55059,3
55051,2
51570,3
55055,6
55057,8
31041,3
35013,3
31043,3
35011,3
31045,3
35017,3
31047,3
35015,3
31049,3
35019,3
51680,4
51683,4
51685,4
47139,1
47135,1
47137,1
47131,1
47133,1
19061,2
39071,4
19063,2
39073,2
19065,4
29173,1
19067,3
39077,4
19069,3
39079,2
28133,1
28131,1
28137,2
28135,1
28139,1
55017,3
19099,3
51199,3
40013,1
51195,2
51197,3
51191,2
51193,3
22081,3
22083,3
40011,1
22085,3
22087,3
19095,2
22089,3
40017,1
40015,1
02220,1
47111,1
17129,2
13321,1
17123,3
17121,2
17127,2
17125,2
26135,5
26137,5
26131,1
26133,4
26139,4
20125,3
20127,3
20121,3
20123,3
20129,3
17057,3
17055,2
17053,2
12133,1
48383,4
48381,3
48387,2
17059,2
13211,2
12131,2
13215,3
13217,3
13219,3
01041,1
48259,2
48251,3
26033,2
48255,2
48257,1
45007,2
41071,5
45005,2
45003,2
45001,2
48039,3
45009,2
20011,3
20013,3
20015,3
20017,3
20019,3
01047,1
19009,3
40109,1
37069,1
13109,2
37065,1
13105,3
37067,1
13107,2
37061,1
13101,1
37063,1
13103,2
48221,3
04009,1
38025,3
29183,2
38027,3
29185,2
38021,3
29187,2
29186,2
04001,2
54063,1
04003,1
54061,1
04005,2
38029,3
04007,2
54065,1
19007,3
40075,1
40077,1
40071,1
40073,1
40079,1
30059,3
34009,4
30051,3
34003,4
30053,3
17051,2
30055,3
34007,4
30057,3
34005,4
18013,4
18011,6
18017,5
18015,5
18019,4
28055,1
28057,1
28051,1
28053,1
28059,1
29053,1
29051,1
29057,2
29055,1
29059,2
48385,1
37119,1
13213,2
31185,3
31181,3
31183,3
48481,1
31053,3
31051,3
31057,3
35029,3
31055,3
35027,3
35025,3
31059,3
35023,3
35021,3
55083,5
55081,4
55087,7
55085,4
55089,6
47149,3
51690,3
47141,1
47143,1
47145,2
47147,3
19073,2
19071,2
39089,5
19077,2
19075,3
39085,7
39087,2
19079,3
39081,3
39083,3
28129,2
28125,2
28127,2
28121,2
28123,2
46107,2
48253,2
02150,1
51187,4
51185,3
51183,3
51181,2
55013,2
22093,3
22091,3
22097,3
22095,3
22099,3
51740,2
48031,4
17203,3
17201,3
48033,2
02230,1
48035,4
48037,2
17117,2
17115,3
05059,4
17111,2
05055,4
05057,4
05051,4
05053,4
42087,5
26127,4
42085,2
26125,10
42083,2
26123,4
42081,3
26121,4
42089,3
26129,6
20151,3
10005,3
20153,3
20155,3
10001,3
20157,3
10003,3
20159,3
17063,2
48423,1
17061,2
17067,2
17065,2
17069,2
48421,2
30077,3
34021,4
48427,4
28085,2
48425,4
29141,1
49057,3
45033,2
45031,2
45037,2
29143,1
45035,2
41065,4
45039,2
41067,6
41061,4
41063,4
48283,1
48281,4
48287,6
48285,1
34029,4
48289,4
13179,2
37079,1
13171,3
37077,1
13173,1
37075,1
13175,3
37073,1
13177,1
37071,1
54057,1
54055,1
54053,2
54051,2
32021,2
54059,1
38051,3
38053,2
04019,3
38055,3
29197,1
38057,3
29195,2
04012,1
04013,4
29199,1
04017,2
04015,2
13005,1
13007,1
13001,2
13003,1
40009,1
13009,1
30049,3
30043,3
30041,3
30047,3
30045,3
18009,5
40101,1
18005,4
18007,4
18001,5
18003,5
28021,1
28023,1
40103,1
28025,1
20203,3
28029,2
45091,2
37133,1
20209,2
55037,2
40105,1
37107,1
37105,1
29049,1
37101,1
29045,1
29047,3
29041,1
29510,2
29043,2
51510,5
51515,5
34037,4
35039,3
34035,4
34033,4
31069,3
31067,3
35031,3
31065,3
35033,3
31063,3
35035,3
31061,3
35037,3
51021,3
02090,1
55099,2
55015,5
19191,3
55095,1
19193,3
55097,4
19195,2
51023,3
19197,2
55093,1
31085,3
31087,3
47159,1
31081,3
31083,3
46037,2
47153,1
47151,2
31089,3
47157,3
47155,2
29181,1
26161,7
51027,2
19049,3
39099,6
19047,2
39097,3
19045,3
39095,8
19043,3
39093,8
19041,2
39091,2
28159,1
51029,4
54069,2
28151,1
28153,2
46031,2
28155,1
28157,1
38023,2
48379,1
29189,2
17023,2
48049,1
54067,1
48373,1
51730,3
51735,3
48371,2
48377,1
22045,3
39111,4
22047,3
22041,3
05123,4
22043,3
22049,3
51640,3
56015,1
17101,2
56017,1
17103,3
56011,1
17105,3
56013,1
17107,2
17109,3
05045,4
56019,1
05043,4
05041,4
17145,2
17147,2
17141,3
26113,4
42091,2
26111,5
42093,5
26117,6
42095,5
26115,7
42097,5
49019,1
42099,6
26119,5
17143,3
20143,3
20141,3
20147,3
20145,3
20149,3
17079,2
17075,2
17077,2
17071,2
17073,2
51019,5
41019,5
45029,2
41011,4
45025,2
41013,4
45027,2
41015,4
45021,2
41017,4
45023,2
29211,1
29213,2
29215,1
48299,4
29217,2
29219,2
48295,2
40031,1
48291,3
48293,4
51045,3
37049,1
13169,2
37043,1
13163,2
37041,1
13161,2
37047,1
13167,2
37045,1
13165,2
04027,1
54041,1
04025,1
34001,4
04023,1
54045,1
54047,1
54049,1
38043,3
38041,3
38047,3
38045,3
38049,3
13017,1
13015,5
13013,6
30109,3
13011,3
30107,3
30105,3
40019,1
30103,3
30101,3
13019,1
18079,4
18071,5
18073,3
18075,5
18077,2
28033,2
28031,2
28037,2
28035,2
48189,2
28039,1
29039,2
37131,1
37137,1
37135,1
29031,1
29033,2
29035,1
29037,3
47099,1
47093,2
47091,2
47097,3
47095,1
40037,1
18105,4
18107,5
18101,4
18103,4
18109,4
51071,3
29145,3
31079,3
29147,2
34023,4
30073,3
34025,4
30071,3
34027,4
31071,3
31073,3
29149,1
31075,3
30079,3
31077,3
47167,3
47165,3
19189,2
47163,2
47161,1
19183,2
19181,3
19187,2
47169,3
19185,3
31097,3
31095,3
31093,3
31091,3
31099,3
19059,2
55039,7
49021,1
19051,3
19053,3
19055,2
19057,3
28149,2
28143,2
28141,2
28147,2
28145,1
37113,1
22123,3
22121,3
22127,3
22125,3
02170,1
39135,6
39137,4
39131,3
39133,5
51720,2
39139,3
51017,2
22057,3
22055,4
22053,3
22051,4
22059,3
48271,1
51650,3
56007,1
05079,4
56005,1
56003,1
56001,1
05073,4
05071,4
05077,4
05075,4
56009,1
49027,1
48279,2
30087,3
49003,2
49001,1
42069,3
26109,1
49005,1
42065,4
26105,4
42067,5
26107,4
42061,4
26101,4
42063,2
26103,2
48359,2
40107,1
20179,3
20177,3
20175,3
20173,3
20171,3
17009,3
17001,2
17003,2
17005,2
17007,3
45059,2
41009,5
45051,2
41003,5
45053,2
40033,1
45055,2
41007,4
45057,2
41005,6
29203,1
29201,1
29207,1
29205,1
29209,2
13157,4
37055,1
13155,1
37057,1
01019,1
37051,1
13151,4
37053,1
01015,1
01017,1
01011,1
37059,1
13159,1
42115,3
33009,4
42111,4
42113,3
33003,4
48409,3
33001,4
33007,4
33005,3
55109,1
48175,2
48177,1
48171,1
38079,3
38077,3
38075,3
38073,3
48407,1
38071,3
20195,3
20197,3
20191,3
20193,3
40025,1
20199,3
13023,2
13021,3
13027,1
13025,2
01121,1
30111,3
01123,1
01125,1
01127,1
35028,3
18069,5
18063,5
18061,4
18067,4
18065,5
28009,1
28007,2
28005,2
28003,2
28001,1
29029,1
37129,1
29023,1
29021,1
29027,1
29025,2
18117,4
18115,2
18113,5
18111,3
18119,4
45077,2
51007,3
40123,1
48083,4
38095,3
29157,1
38097,3
29155,1
38091,3
30065,3
38093,3
30067,3
30069,3
38099,3
29159,2
47171,2
47173,2
47175,1
37115,1
47179,2
40125,1
51005,2
47027,1
47085,1
47087,1
45079,2
47083,1
47089,2
55141,4
19083,3
19081,2
37117,1
19087,2
42037,5
19085,2
19089,4
22119,3
51003,3
48375,3
51710,2
02164,1
51087,4
39127,3
51085,5
39125,3
51083,4
39123,4
51081,2
39121,3
51089,3
37111,1
22063,3
22061,3
22067,3
22065,3
22069,3
46111,2
46113,2
49009,1
46115,2
46117,2
48389,2
46119,2
48197,1
51660,2
56033,1
56031,1
56037,1
56035,1
56039,1
32031,4
32033,2
48195,2
49031,1
51049,4
48355,3
46029,2
31151,3
49039,1
42079,3
46025,2
42077,5
46027,2
42075,6
46021,2
42073,2
46023,2
42071,5
20169,3
28067,2
48349,2
20161,3
20163,3
20165,3
20167,3
51043,4
17019,2
48353,2
51590,5
17013,2
17011,2
17017,3
17015,3
48193,4
55035,3
17167,3
51047,3
48491,6
55033,3
26005,4
05065,4
26007,5
05067,4
26001,5
05061,4
26003,1
05063,4
02282,1
26009,5
05069,4
48505,1
45049,2
48501,2
48503,1
45043,2
45041,2
45047,2
45045,2
51750,3
48499,1
37021,1
33015,4
37023,1
33017,4
37025,1
33011,4
37027,1
33013,4
17113,3
13149,4
01005,1
33019,4
01001,1
42107,5
42105,4
42103,3
42101,2
48181,2
17169,3
48185,4
42109,5
38069,3
48165,2
48163,1
48161,4
38061,2
38063,3
38065,3
38067,3
20187,3
20185,3
20183,3
20181,3
20189,3
41037,4
40039,1
41035,5
41033,5
13039,2
41031,4
01133,1
13037,1
13031,2
41039,5
13033,2
18057,6
18055,4
48095,3
18053,4
18051,4
18059,5
29017,1
28019,2
29015,2
29013,2
29011,2
28011,1
28013,1
28015,1
29019,1
28017,1
37159,1
37151,1
37153,1
37155,1
37157,1
18123,4
18121,3
18127,4
18125,4
51520,2
18129,3
55041,3
29163,1
38087,3
29161,1
38085,3
30099,3
38083,3
29165,3
38081,3
30095,3
40121,1
30097,3
30091,3
30093,3
38089,3
47189,3
48453,6
47185,1
47187,3
49007,1
47181,1
47183,1
48451,3
48457,2
28161,2
28163,1
48455,1
40127,1
22101,3
22103,4
22105,3
22107,3
22109,3
19097,3
19091,2
19093,2
31165,3
51700,3
02110,1
39113,8
51091,2
32510,3
51093,3
39117,4
51095,3
39115,3
51097,3
51099,4
39119,3
22079,4
22075,3
22077,3
22071,4
22073,3
46103,2
46101,2
02020,1
46105,2
46109,2
51678,3
51670,3
56029,1
51067,3
56025,1
56027,1
56021,1
56023,1
32027,2
32023,4
28077,2
13153,2
32029,3
28075,1
30083,3
49029,2
42049,3
46039,2
42043,6
26163,10
42041,6
31147,3
42047,2
46033,2
42045,2
26165,4
17027,2
17025,2
05129,4
17021,3
05125,4
05127,4
05121,4
17029,2
48225,2
01013,1
51820,3
47053,1
48081,4
42117,3
05011,4
26017,6
05013,4
26015,4
05015,4
26013,1
05017,4
26011,6
05019,4
02290,1
26019,4
48199,3
42033,4
48227,2
46063,2
29229,2
29221,2
29223,1
29225,2
29227,2
37033,1
01039,1
37031,1
37037,1
37035,1
01033,1
42119,5
01031,1
37039,1
01037,1
01035,1
48219,2
42133,5
46069,2
42131,3
48191,2
54099,2
54093,1
54091,1
54097,1
54095,1
48153,2
48151,2
48157,4
48155,1
48085,5
48405,1
48159,1
48401,1
48403,1
01107,1
01105,1
01103,1
01101,1
01109,1
13049,1
41021,4
45075,2
41023,4
45073,2
41025,4
45071,2
41027,5
48089,1
41029,4
13043,2
13045,4
13047,2
18041,2
18043,3
48223,1
18045,4
18047,3
18049,4
48087,2
55078,1
29001,1
29003,2
29005,2
29007,1
29009,2
31171,3
37149,1
51061,3
51011,4
37143,1
37141,1
37147,1
37145,1
51013,5
31139,3
48173,2
51025,2
31135,3
31137,3
31131,3
31133,3
51015,3
18139,2
18135,4
18137,3
18131,6
18133,3
48179,3
48071,2
29179,1
30089,3
29175,1
29177,2
29171,1
30081,3
35006,3
17119,2
31175,3
