f,ict
28093,3
26039,4
05039,5
49047,1
05037,5
26035,5
05035,5
26037,6
05033,5
26031,5
05031,5
31167,4
49045,3
48229,1
20089,3
20087,3
20085,3
29151,3
20083,3
20081,3
49043,3
01051,2
01053,2
01055,2
01057,2
01059,2
49041,1
37019,2
13199,3
13193,2
37011,3
13191,4
37013,1
13197,5
37015,1
13195,5
37017,2
48311,1
48313,4
48315,1
48317,2
48319,3
48139,5
48429,2
48131,1
48133,2
48135,2
48137,1
13067,5
13065,3
13063,5
55011,3
13061,2
47177,2
13069,4
13265,3
13267,3
13261,3
13263,4
13269,2
42055,4
45089,2
40089,2
48047,4
48041,4
48043,2
40081,2
26153,1
40083,2
40085,2
40087,2
20065,3
37161,3
20067,3
37163,2
20061,3
37165,2
20063,3
37167,3
37169,2
20069,3
48351,2
45081,2
31119,4
31113,4
31111,4
31117,4
31115,4
48211,2
18159,6
26159,6
18153,5
18151,6
18157,7
18155,3
51117,4
29119,3
29113,4
29111,3
29117,3
29115,3
51033,4
51031,4
55065,5
51037,4
55103,7
55101,6
55107,3
55105,6
51119,3
51035,3
48055,6
38059,3
02122,2
47025,3
47023,2
47021,4
47029,3
04011,2
28073,3
17037,4
19179,3
39169,8
17039,4
19173,2
39163,5
19171,3
39161,4
19177,2
39167,7
19175,3
39165,9
22027,4
22025,4
22023,4
22021,4
22029,4
51620,2
02016,2
02013,2
39017,10
39015,6
39013,7
39011,5
39019,6
22117,4
22115,4
22113,4
46061,2
40001,2
12039,2
42031,3
46065,2
22111,4
46067,2
42035,4
12033,4
12031,5
42039,3
12037,2
40003,2
12035,5
51133,3
51131,2
51137,4
51135,4
40005,2
51139,4
31177,4
40007,2
13299,2
13291,4
13293,2
13295,3
13297,6
12107,2
12105,5
12103,5
12101,5
02240,2
12109,4
26049,10
05029,5
26041,1
05021,5
26043,2
05023,5
26045,6
05025,5
26047,5
05027,5
20099,3
48239,1
20091,2
20093,3
20095,3
20097,3
13185,3
13187,4
13181,3
13183,4
01049,2
13189,4
26023,4
05115,5
05117,5
05111,5
05113,5
48309,7
05119,5
48435,3
48437,2
48431,3
48433,2
48439,7
48129,2
48123,1
48121,6
26029,5
48125,2
13071,2
13073,4
13075,2
13077,4
13079,4
13277,2
13275,2
13273,3
13271,2
45087,2
45085,3
45083,2
13279,4
18099,7
13143,5
18093,5
18091,7
18097,6
18095,6
48057,2
40099,2
48053,8
48051,4
40093,2
40091,2
40097,2
40095,2
20077,3
20075,3
37199,3
20073,3
20071,3
37195,2
37197,2
37191,2
37193,2
20079,3
18167,4
20205,3
18165,4
18163,5
18161,3
20207,3
18169,5
20201,3
29127,3
48399,4
29125,3
29123,3
28027,2
29121,3
51595,2
20139,3
29129,3
39129,6
13147,4
35049,4
35045,4
35047,4
35041,4
35043,4
48391,3
48393,2
55139,7
55137,5
17049,3
55135,5
55133,7
55131,7
31105,4
31107,3
31101,4
31103,4
31109,4
37103,1
47013,3
47011,2
47017,2
47015,2
47019,3
39157,6
19165,3
39155,9
19167,2
39153,9
19161,2
39151,10
19163,3
30085,3
39159,7
55009,6
51041,4
55003,2
51580,2
37109,3
55007,2
55005,3
22031,4
22033,4
22035,4
22037,4
22039,4
51630,5
02068,2
02060,2
39023,8
39021,5
39027,6
39025,8
39029,6
48361,4
48363,2
12027,3
12021,3
12023,3
51830,3
12029,3
46073,2
46071,2
46077,2
42009,4
46075,2
42007,5
42005,4
46079,2
42003,5
42001,6
48369,2
51125,5
51127,4
51121,3
48027,6
46053,2
45017,3
48023,1
12111,3
12113,4
12115,4
12117,5
12119,3
26059,5
17199,3
17197,4
26053,1
17195,4
26051,5
17193,3
26057,6
17191,3
26055,4
48209,7
48203,2
45019,3
41069,5
48207,2
48205,2
17175,5
17177,4
17171,4
48029,8
17173,4
01077,2
01075,2
17179,5
01071,2
51141,2
48339,6
48337,1
48335,2
48333,4
48331,4
48117,3
48115,2
48113,8
48111,2
40153,2
40151,2
48119,1
48417,2
48415,2
13089,8
13085,6
13087,2
13081,3
13083,3
48413,3
13243,2
13241,3
13247,6
13245,4
13249,2
48411,4
34031,6
48063,1
48061,6
48067,2
48065,2
48069,2
20043,3
20041,3
20047,3
20045,3
37189,2
37187,1
20049,3
37185,2
37183,3
37181,3
01095,2
01097,2
01091,2
34039,6
01093,2
01099,2
18171,5
18173,4
18175,3
18177,3
18179,5
54035,1
54037,1
54031,1
54033,1
54039,2
29131,3
29133,3
29135,3
29137,3
29139,3
18085,6
18087,6
18081,6
18083,5
18089,4
48097,2
31009,4
40119,2
35059,4
31005,4
35057,4
31007,4
35055,4
31001,4
35053,4
31003,4
35051,4
45069,2
40115,2
55129,2
48099,5
55121,5
55123,8
55125,4
55127,8
28087,2
31173,3
28083,2
28081,2
31179,4
28089,3
51079,4
47009,3
47005,2
47007,2
47001,3
47003,2
19111,2
39141,6
19113,3
39143,6
19115,2
39145,7
19117,3
39147,6
19119,2
39149,6
55019,3
51077,2
49037,1
51057,3
49035,4
51051,2
46035,2
49033,1
02070,2
51053,3
19029,3
39039,6
19025,3
39035,11
19027,3
39037,6
19021,3
39031,5
19023,3
39033,5
37139,1
51800,2
19169,3
12051,3
12053,3
12055,2
12057,5
12059,2
42019,5
46049,2
46047,2
42011,7
46045,2
42013,6
46043,2
42015,4
46041,2
42017,4
51159,2
48347,2
51153,6
51155,3
51157,2
48345,2
48343,1
48341,3
55001,6
26067,6
05099,5
26065,6
26063,6
26061,2
02261,2
26069,6
17189,3
17181,3
17183,3
17185,3
17187,4
01069,2
17165,3
17163,3
17161,4
01061,2
01063,2
01065,2
01067,2
49023,1
48329,2
48321,2
48323,1
48325,3
48327,3
48101,2
48103,2
48105,3
48107,3
48109,1
48459,2
13099,2
13097,3
13095,3
13093,3
13091,3
48215,7
48217,4
13259,4
48213,1
13255,5
13257,3
13251,3
13253,2
37097,3
48079,2
48075,2
48077,1
30061,3
48073,1
20059,3
20055,3
20057,3
20051,3
20053,3
01087,2
01085,2
01083,3
01081,2
40149,2
01089,3
05149,5
18181,6
18183,5
05147,5
54025,1
54023,1
54021,1
30063,3
54029,2
30015,3
30017,3
30011,3
30013,3
31019,4
31017,4
35061,4
31015,4
30019,3
31013,4
31011,4
15007,2
48507,1
15003,2
15001,2
15009,2
51069,4
23011,2
28091,3
23013,2
31161,4
23015,2
28095,2
23017,2
28097,2
23019,2
28099,2
31169,4
47079,2
49025,1
47071,2
47073,3
47075,4
47077,2
55061,5
19103,3
55063,4
19101,3
51036,2
19107,3
55067,4
19105,3
55069,5
19109,3
55031,2
47105,3
47107,2
47101,2
47103,2
47109,2
29067,3
39049,8
19039,3
39041,8
19037,3
39043,5
19035,2
39045,8
19033,3
39047,5
19031,3
51810,2
13141,3
12043,2
12041,3
12047,2
48395,4
12045,2
12049,2
13145,5
46059,2
46051,2
01009,3
46055,2
46057,2
37029,1
51149,3
01007,2
51143,5
29069,3
51147,4
51145,4
01003,2
02275,2
48397,5
02270,2
26071,1
26073,7
26075,4
26077,7
26079,4
47047,4
51063,3
17153,3
48269,2
17151,3
17157,3
17155,5
05091,5
17159,3
05095,5
05097,5
48183,2
13319,3
13315,2
13317,3
13311,4
13313,3
17081,3
17083,3
17085,4
17087,3
17089,4
05145,5
48187,4
05143,5
05141,5
48469,2
48467,1
48465,1
45063,3
48463,1
48461,2
20119,3
20115,3
20117,3
20111,3
20113,3
13229,2
48263,2
48265,1
48267,3
13221,4
13223,3
13225,4
13227,5
55091,3
40049,2
40045,2
40047,2
40041,2
40043,2
48009,1
48001,1
48003,2
48005,1
48007,3
20029,3
48167,5
20021,3
20023,3
20025,3
20027,3
13135,8
13137,4
13131,2
13133,4
40139,2
13139,6
55053,5
54013,1
54011,2
54017,1
54015,1
54019,1
48485,1
48487,1
38019,3
48483,2
38015,3
30075,3
38017,3
05049,5
38011,3
38013,2
05047,5
48169,2
30007,3
31029,4
30005,3
30003,3
30001,3
31023,4
31021,4
31027,4
31025,4
30009,3
55027,8
23003,2
23001,2
28069,2
23007,2
31159,4
23005,2
28065,3
31155,4
23009,2
31153,4
28063,2
47069,2
29153,3
47063,3
47061,2
47067,3
47065,2
40131,2
55071,6
55077,6
19139,3
55075,6
19137,3
19135,3
55079,6
19133,3
40133,2
19131,3
40135,2
40137,2
02050,2
47117,2
47115,2
47113,2
13035,5
47119,2
01131,2
40035,2
28115,2
28117,2
39059,5
28111,2
28113,3
19003,3
39053,6
19001,3
39051,7
28119,2
39057,9
19005,3
39055,8
12079,2
12077,2
12075,3
12073,2
12071,3
51177,5
49011,4
51175,2
51173,2
51171,4
49013,1
51179,5
51775,3
51770,3
48449,1
49015,1
46083,2
46081,2
46087,2
49017,1
46085,2
49055,1
46089,2
49051,2
49053,1
39075,5
26089,4
26085,4
26087,8
26081,5
26083,1
05089,5
17149,3
05083,5
05081,5
05087,5
05085,5
13309,3
13307,3
13305,4
13303,3
13301,3
12095,4
17093,4
12097,4
17091,4
12091,3
17097,5
12093,3
17095,5
17099,5
12099,7
48201,7
48479,2
48471,3
48473,5
48475,2
48477,4
55025,4
20109,3
20107,3
20105,3
20103,3
20101,3
51075,4
55021,5
51073,3
48273,3
13239,2
48277,1
48275,2
13233,4
13231,3
13237,3
13235,3
41055,5
41057,5
41051,7
01079,2
41053,7
40059,2
40057,2
40055,2
41059,5
40053,2
40051,2
48019,3
29099,4
29097,4
48013,3
29095,4
48011,2
29093,3
48017,2
29091,3
48015,4
20039,3
20033,3
20031,3
20037,3
20035,3
37087,3
13127,4
37085,3
13125,3
37083,1
13123,4
37081,3
13121,8
40129,2
37089,3
13129,4
54009,2
54005,1
54007,1
54001,1
54003,1
48497,2
48495,2
48493,2
38009,3
38007,3
38005,3
38003,3
38001,3
30033,3
30031,3
30037,3
30035,3
30039,3
18035,6
18037,5
18031,5
18033,6
48489,3
18039,7
29075,3
31149,4
29077,4
29071,4
29073,3
28079,3
31141,4
31143,4
29079,3
31145,4
23031,2
28071,2
47057,3
47055,2
02195,2
47051,2
02198,2
47059,3
48059,2
19129,3
55049,5
55047,5
19121,3
55045,6
19123,3
55043,5
19125,3
51540,3
19127,3
35001,4
31035,4
35003,4
31037,4
35005,4
31031,4
35007,4
31033,4
35009,4
31039,4
48441,2
48443,1
47123,3
47121,2
47127,2
47125,4
48445,2
47129,3
39067,6
19015,3
39065,5
19017,3
39063,5
19011,3
39061,10
19013,3
19019,3
39069,7
28107,2
28105,2
28103,2
28101,2
28109,2
12069,4
01043,2
12061,3
12063,2
12065,2
12067,2
51161,3
51163,2
51165,2
51167,2
51169,2
51760,4
48045,2
46099,2
49049,3
46095,2
46097,2
46091,2
46093,2
48297,2
26099,12
26097,3
26095,1
26093,6
26091,4
56043,1
29167,3
46015,2
17139,4
31157,4
17131,4
17133,3
17135,3
29169,3
17137,3
28061,2
12086,7
12087,2
12085,3
12083,3
12081,4
12089,3
17045,3
17047,3
17041,3
17043,4
20133,3
20131,3
20137,3
20135,3
13207,4
13205,2
13201,2
13209,4
48249,3
48247,1
48245,6
48243,1
48241,3
45015,3
41047,7
40069,2
41045,5
45011,2
41043,6
45013,2
41041,5
40063,2
40061,2
40067,2
40065,2
41049,5
20007,3
29089,3
20005,3
46017,2
20003,3
20001,3
29081,3
29083,3
29085,3
20009,3
29087,3
12009,5
13113,5
37091,1
13111,4
37093,2
13117,8
37095,1
13115,5
12007,3
40117,2
37099,3
13119,3
40113,2
40111,2
46019,2
54079,2
54043,2
54071,1
54073,1
54075,1
54077,1
38039,3
38033,3
38031,3
38037,3
38035,3
51790,3
34019,5
30029,3
55073,5
34011,5
30025,3
34013,6
30027,3
34015,5
30021,3
34017,6
30023,3
54105,1
18027,6
54107,1
18025,5
54101,1
18023,5
54103,1
18021,4
54109,1
18029,3
38105,3
38103,3
51009,4
38101,3
23029,2
28049,3
29065,3
29063,3
29061,3
28043,2
23021,2
28041,2
23023,2
28047,2
23025,2
28045,2
23027,2
47041,2
02180,2
47043,2
47045,2
02185,2
47049,2
02188,2
01073,3
51550,2
51001,2
55059,4
55051,3
51570,3
55055,7
55057,9
31041,4
35013,4
31043,4
35011,4
31045,4
35017,4
31047,4
35015,4
31049,4
35019,4
51680,4
51683,4
51685,4
47139,2
47135,2
47137,2
47131,2
47133,2
19061,3
39071,6
19063,2
39073,4
19065,4
29173,3
19067,3
39077,6
19069,3
39079,5
28133,2
28131,2
28137,3
28135,2
28139,2
55017,3
19099,3
51199,3
40013,2
51195,2
51197,3
51191,2
51193,3
22081,4
22083,4
40011,2
22085,4
22087,4
19095,3
22089,4
40017,2
40015,2
02220,2
47111,2
17129,3
13321,3
17123,5
17121,3
17127,3
17125,3
26135,5
26137,5
26131,1
26133,4
26139,4
20125,3
20127,3
20121,3
20123,3
20129,3
17057,5
17055,3
17053,3
12133,2
48383,4
48381,3
48387,2
17059,3
13211,4
12131,3
13215,5
13217,5
13219,5
01041,2
48259,3
48251,3
26033,2
48255,2
48257,1
45007,2
41071,6
45005,2
45003,3
45001,2
48039,5
45009,2
20011,3
20013,3
20015,3
20017,3
20019,3
01047,2
19009,3
40109,2
37069,2
13109,4
37065,1
13105,4
37067,2
13107,4
37061,2
13101,3
37063,3
13103,4
48221,3
04009,2
38025,3
29183,4
38027,3
29185,3
38021,3
29187,4
29186,4
04001,3
54063,1
04003,2
54061,1
04005,3
38029,3
04007,3
54065,1
19007,3
40075,2
40077,2
40071,2
40073,2
40079,2
30059,3
34009,5
30051,3
34003,6
30053,3
17051,3
30055,3
34007,5
30057,3
34005,5
18013,5
18011,7
18017,6
18015,6
18019,5
28055,2
28057,2
28051,2
28053,2
28059,2
29053,3
29051,3
29057,3
29055,3
29059,3
48385,1
37119,3
13213,3
31185,4
31181,4
31183,4
48481,2
31053,4
31051,4
31057,4
35029,4
31055,4
35027,4
35025,4
31059,4
35023,4
35021,4
55083,6
55081,5
55087,8
55085,5
55089,7
47149,4
51690,3
47141,2
47143,2
47145,3
47147,4
19073,3
19071,3
39089,8
19077,3
19075,3
39085,10
39087,5
19079,3
39081,6
39083,5
28129,3
28125,3
28127,3
28121,3
28123,3
46107,2
48253,2
02150,2
51187,4
51185,3
51183,3
51181,2
55013,2
22093,4
22091,4
22097,4
22095,4
22099,4
51740,2
48031,4
17203,5
17201,4
48033,2
02230,2
48035,4
48037,2
17117,3
17115,4
05059,5
17111,5
05055,5
05057,5
05051,5
05053,5
42087,6
26127,4
42085,4
26125,12
42083,3
26123,4
42081,4
26121,4
42089,4
26129,6
20151,3
10005,3
20153,3
20155,3
10001,3
20157,3
10003,3
20159,3
17063,4
48423,2
17061,3
17067,4
17065,3
17069,3
48421,2
30077,3
34021,5
48427,4
28085,3
48425,4
29141,3
49057,3
45033,2
45031,3
45037,2
29143,3
45035,3
41065,5
45039,3
41067,7
41061,5
41063,5
48283,1
48281,5
48287,7
48285,1
34029,6
48289,4
13179,4
37079,2
13171,4
37077,3
13173,3
37075,2
13175,4
37073,1
13177,3
37071,3
54057,1
54055,1
54053,2
54051,2
32021,2
54059,1
38051,3
38053,2
04019,5
38055,3
29197,3
38057,3
29195,3
04012,2
04013,8
29199,3
04017,3
04015,3
13005,2
13007,3
13001,4
13003,2
40009,2
13009,2
30049,3
30043,3
30041,3
30047,3
30045,3
18009,6
40101,2
18005,5
18007,5
18001,6
18003,6
28021,2
28023,2
40103,2
28025,2
20203,3
28029,3
45091,3
37133,2
20209,2
55037,3
40105,2
37107,1
37105,2
29049,2
37101,2
29045,3
29047,4
29041,3
29510,4
29043,3
51510,5
51515,5
34037,5
35039,4
34035,5
34033,5
31069,4
31067,4
35031,4
31065,4
35033,4
31063,4
35035,4
31061,4
35037,4
51021,3
02090,2
55099,3
55015,6
19191,3
55095,1
19193,3
55097,5
19195,3
51023,3
19197,3
55093,1
31085,4
31087,4
47159,2
31081,4
31083,4
46037,2
47153,2
47151,3
31089,4
47157,4
47155,3
29181,3
26161,7
51027,2
19049,3
39099,9
19047,3
39097,6
19045,3
39095,11
19043,4
39093,11
19041,2
39091,4
28159,2
51029,4
54069,2
28151,2
28153,3
46031,2
28155,2
28157,2
38023,2
48379,1
29189,4
17023,3
48049,1
54067,1
48373,1
51730,3
51735,3
48371,2
48377,1
22045,4
39111,7
22047,4
22041,4
05123,5
22043,4
22049,4
51640,3
56015,1
17101,3
56017,1
17103,4
56011,1
17105,4
56013,1
17107,3
17109,5
05045,5
56019,1
05043,5
05041,5
17145,3
17147,3
17141,4
26113,4
42091,4
26111,5
42093,6
26117,6
42095,7
26115,8
42097,6
49019,1
42099,7
26119,5
17143,5
20143,3
20141,3
20147,3
20145,3
20149,3
17079,3
17075,3
17077,3
17071,4
17073,4
51019,5
41019,6
45029,2
41011,5
45025,2
41013,5
45027,2
41015,5
45021,2
41017,5
45023,2
29211,3
29213,3
29215,3
48299,5
29217,3
29219,4
48295,2
40031,2
48291,4
48293,5
51045,3
37049,1
13169,4
37043,2
13163,3
37041,1
13161,4
37047,2
13167,3
37045,3
13165,3
04027,2
54041,1
04025,2
34001,5
04023,2
54045,1
04021,2
54047,1
54049,1
38043,3
38041,3
38047,3
38045,3
38049,3
13017,2
13015,6
13013,8
30109,3
13011,4
30107,3
30105,3
40019,2
30103,3
30101,3
13019,3
18079,5
18071,6
18073,4
18075,6
18077,3
28033,3
28031,3
28037,3
28035,3
48189,2
28039,2
29039,3
37131,1
37137,1
37135,3
29031,3
29033,3
29035,3
29037,4
47099,2
47093,3
47091,3
47097,4
47095,2
40037,2
18105,5
18107,6
18101,5
18103,5
18109,5
51071,3
29145,4
31079,4
29147,3
34023,6
30073,3
34025,6
30071,3
34027,6
31071,4
31073,4
29149,3
31075,4
30079,3
31077,4
47167,4
47165,4
19189,3
47163,3
47161,2
19183,2
19181,3
19187,3
47169,4
19185,3
31097,4
31095,4
31093,4
31091,4
31099,4
19059,2
55039,8
49021,1
19051,3
19053,3
19055,3
19057,2
28149,3
28143,3
28141,3
28147,3
28145,2
37113,2
22123,4
22121,4
22127,4
22125,4
02170,2
39135,8
39137,5
39131,5
39133,8
51720,2
39139,5
51017,2
22057,4
22055,5
22053,4
22051,5
22059,4
48271,1
51650,3
56007,1
05079,5
56005,1
56003,1
56001,1
05073,5
05071,5
05077,5
05075,5
56009,1
49027,1
48279,2
30087,3
49003,2
49001,1
42069,4
26109,1
49005,1
42065,5
26105,4
42067,6
26107,4
42061,5
26101,4
42063,4
26103,2
48359,2
40107,2
20179,3
20177,3
20175,3
20173,3
20171,3
17009,4
17001,3
17003,3
17005,3
17007,4
45059,2
41009,6
45051,2
41003,6
45053,2
40033,2
45055,3
41007,5
45057,3
41005,7
29203,3
29201,3
29207,3
29205,3
29209,3
13157,6
37055,1
13155,2
37057,3
01019,2
37051,3
13151,5
37053,1
01015,2
01017,2
01011,2
37059,2
13159,2
42115,4
33009,4
42111,6
42113,4
33003,4
48409,4
33001,4
33007,4
33005,3
55109,1
48175,2
48177,1
48171,1
38079,3
38077,3
38075,3
38073,3
48407,2
38071,3
20195,3
20197,3
20191,3
20193,3
40025,2
20199,3
13023,4
13021,5
13027,2
13025,3
01121,2
30111,3
01123,2
01125,2
01127,2
35028,4
18069,6
18063,6
18061,5
18067,5
18065,6
28009,2
28007,3
28005,3
28003,3
28001,2
29029,3
37129,2
29023,3
29021,2
29027,3
29025,3
18117,5
18115,3
18113,6
18111,4
18119,5
45077,2
51007,3
40123,2
48083,4
38095,3
29157,3
38097,3
29155,3
38091,3
30065,3
38093,3
30067,3
30069,3
38099,3
29159,3
47171,3
47173,3
47175,2
37115,3
47179,3
40125,2
51005,2
47027,2
47085,2
47087,2
45079,4
47083,2
47089,3
55141,5
19083,3
19081,3
37117,1
19087,2
42037,6
19085,3
19089,4
22119,4
51003,3
48375,3
51710,2
02164,2
51087,4
39127,5
51085,5
39125,4
51083,4
39123,7
51081,2
39121,6
51089,3
37111,3
22063,4
22061,4
22067,4
22065,4
22069,4
46111,2
46113,2
49009,1
46115,2
46117,2
48389,2
46119,2
48197,1
51660,2
56033,1
56031,1
56037,1
56035,1
56039,1
32031,4
32033,2
48195,2
49031,1
51049,4
48355,4
46029,2
31151,4
49039,1
42079,4
46025,2
42077,7
46027,2
42075,7
46021,2
42073,4
46023,2
42071,6
20169,3
28067,3
48349,2
20161,3
20163,3
20165,3
20167,3
51043,4
17019,3
48353,2
51590,5
17013,3
17011,4
17017,4
17015,4
48193,4
55035,3
17167,4
51047,3
48491,8
55033,3
26005,4
05065,5
26007,5
05067,5
26001,5
05061,5
26003,1
05063,5
02282,2
26009,5
05069,5
48505,1
45049,2
48501,2
48503,1
45043,2
45041,4
45047,2
45045,3
51750,3
48499,1
37021,3
33015,4
37023,3
33017,4
37025,3
33011,4
37027,3
33013,4
17113,4
13149,5
01005,2
33019,4
01001,2
42107,6
42105,5
42103,4
42101,4
48181,2
17169,4
48185,4
42109,6
38069,3
48165,2
48163,1
48161,4
38061,2
38063,3
38065,3
38067,3
20187,3
20185,3
20183,3
20181,3
20189,3
41037,5
40039,2
41035,6
41033,6
13039,4
41031,5
01133,2
13037,2
13031,3
41039,6
13033,4
18057,7
18055,5
48095,3
18053,5
18051,5
18059,6
29017,3
28019,3
29015,3
29013,3
29011,3
28011,2
28013,2
28015,2
29019,3
28017,2
37159,2
37151,3
37153,2
37155,3
37157,2
18123,5
18121,4
18127,5
18125,5
51520,2
18129,4
55041,4
29163,3
38087,3
29161,3
38085,3
30099,3
38083,3
29165,4
38081,3
30095,3
40121,2
30097,3
30091,3
30093,3
38089,3
47189,4
48453,8
47185,2
47187,4
49007,1
47181,2
47183,2
48451,3
48457,3
28161,3
28163,2
48455,1
40127,2
22101,4
22103,5
22105,4
22107,4
22109,4
19097,3
19091,2
19093,2
31165,4
51700,3
02110,2
39113,10
51091,2
32510,3
51093,3
39117,6
51095,3
39115,6
51097,3
51099,4
39119,5
22079,5
22075,4
22077,4
22071,5
22073,4
46103,2
46101,2
02020,2
46105,2
46109,2
51678,3
51670,3
56029,1
51067,3
56025,1
56027,1
56021,1
56023,1
32027,2
32023,4
28077,3
13153,4
32029,3
28075,2
30083,3
49029,2
42049,4
46039,2
42043,7
26163,12
42041,7
31147,4
42047,3
46033,2
42045,4
26165,4
17027,3
17025,3
05129,5
17021,4
05125,5
05127,5
05121,5
17029,3
48225,2
01013,2
51820,3
47053,2
48081,4
42117,4
05011,5
26017,6
05013,5
26015,4
05015,5
26013,1
05017,5
26011,6
05019,5
02290,2
26019,4
48199,4
42033,5
48227,2
46063,2
29229,3
29221,4
29223,3
29225,3
29227,3
37033,2
01039,2
37031,1
37037,3
37035,3
01033,2
42119,6
01031,2
37039,2
01037,2
01035,2
48219,2
42133,6
46069,2
42131,4
48191,2
54099,2
54093,1
54091,1
54097,1
54095,1
48153,2
48151,2
48157,6
48155,1
48085,8
48405,1
48159,1
48401,2
48403,1
01107,2
01105,2
01103,3
01101,2
01109,2
13049,3
41021,5
45075,3
41023,5
45073,2
41025,5
45071,3
41027,6
48089,2
41029,5
13043,3
13045,5
13047,3
18041,3
18043,4
48223,1
18045,5
18047,4
18049,5
48087,2
55078,2
29001,3
29003,3
29005,3
29007,3
29009,3
31171,4
37149,3
51061,3
51011,4
37143,1
37141,2
37147,1
37145,3
51013,5
31139,4
48173,2
51025,2
31135,4
31137,4
31131,4
31133,4
51015,3
18139,3
18135,5
18137,4
18131,7
18133,4
48179,3
48071,3
29179,3
30089,3
29175,3
29177,3
29171,3
30081,3
35006,4
17119,3
31175,4
