puma_id,state,internet,mean_income,median_income,pumaname
1211703,12,0.8302811,62844.37,52000,Seminole County (South Central)
1211704,12,0.8877742,84281.91,64060,Seminole County (East)
1212100,12,0.6407412,48581.11,35000,"Suwannee, Taylor, Madison, Hamilton & Lafayette Counties"
1212701,12,0.7091885,53552.56,41300,"Volusia County (Central & Northwest)--DeLand, DeBary Cities & Pierson Town"
1212702,12,0.6973386,50221.19,35000,"Volusia County (Northeast)--Daytona Beach, Ormond Beach & Holly Hill Cities"
1212703,12,0.732255,53305.09,40000,"Volusia County--Port Orange, Edgewater, New Smyrna Beach (East) & Oak Hill Cities"
1212704,12,0.7698786,59786.19,48000,Volusia County (Southwest Central)--Deltona & Lake Helen Cities
1300100,13,0.7346939,56599.65,43000,Coastal Regional Commission (South)--Glynn Camden & McIntosh Counties
1300200,13,0.7769357,57437,43000,"Coastal Regional Commission (West)--Liberty, Bryan & Long Counties"
1300300,13,0.631488,59125.74,46700,"Coastal Regional Commission (North)--Bulloch, Effingham & Screven Counties"
1300401,13,0.6988325,52172.57,37000,Coastal Regional Commission (East)--Chatham County (West Central)--Savannah City
1300402,13,0.8009508,84444.95,64000,Coastal Regional Commission (East)--Chatham County (East & Outside Savannah City)
1300500,13,0.6039066,46572.33,31000,Southern Georgia Regional Commission (East & Central)
1300600,13,0.6739295,47756.27,35000,Southern Georgia Regional Commission (South Central)--Lowndes County--Valdosta City
1300700,13,0.6383311,45999.65,32000,Southern Georgia Regional Commission (West)
1300800,13,0.6135792,46518.91,33950,"Southwest Georgia Regional Commission (East)--Colquitt, Thomas & Worth Counties"
1300900,13,0.6551279,49333.32,36000,Southwest Georgia Regional Commission (North Central)--Dougherty & Lee Counties
1301001,13,0.862939,118531.1,64500,Atlanta Regional Commission (Central)--Fulton County (North)--Sandy Springs City
1301002,13,0.9375299,134479.8,101000,Atlanta Regional Commission (Central)--Fulton County (Northeast)--Johns Creek City
1301003,13,0.6178007,53756.62,35000,Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (South)
1301004,13,0.7099762,58587.13,50000,Atlanta Regional Commission (Central)--Fulton County (South)--Union & Fairburn Cities
1301005,13,0.8604806,120503.3,86000,Atlanta Regional Commission (Central)--Fulton County (Northwest)--Roswell City
1301006,13,0.8714617,116236.9,70680,Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (North)
1301007,13,0.7768193,71496.49,46210,Atlanta Regional Commission (Central)--Fulton County (East)--Atlanta City (Southeast)
1301008,13,0.7177877,59660.87,48700,Atlanta Regional Commission (Central)--DeKalb County (South)
1301100,13,0.5163081,45227.38,33400,Southwest Georgia Regional Commission (West & Central)
1301200,13,0.4911066,46870.95,34300,Heart of Georgia Altamaha Regional Commission (Southeast)
1301300,13,0.5322637,48071.41,32000,Heart of Georgia Altamaha Regional Commission (North & West)
1301400,13,0.609836,51072.13,34000,Middle Georgia Regional Commission (Central)--Bibb County--Macon City
1301500,13,0.7122203,61867.81,47000,Middle Georgia Regional Commission (South)--Houston & Pulaski Counties
1301600,13,0.6957754,58226.34,42400,Middle Georgia Regional Commission (North & Outside Bibb County)
1301700,13,0.6720579,57470.86,41000,River Valley Regional Commission (West Central)--Muscogee & Chattahoochee Counties
1301800,13,0.5428038,44946.23,29801,River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties)
1301900,13,0.6614517,53775.28,42200,Three Rivers Regional Commission (East)
1302001,13,0.7211376,54269.85,45800,Atlanta Regional Commission (Central)--DeKalb County (East Central)--Redan
1302002,13,0.7641988,68907.17,40250,Atlanta Regional Commission--DeKalb County--Decatur & Avondale Estates Cities
1302003,13,0.7987695,73619.11,45400,Atlanta Regional Commission (Central)--DeKalb County (Northeast)--Tucker
1302004,13,0.8331652,97581.7,63000,Atlanta Regional Commission--DeKalb County (North)--Dunwoody City
1302100,13,0.7398102,74956.48,61350,Three Rivers Regional Commission (North Central)--Coweta County
1302200,13,0.6159377,57681.52,43000,"Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties"
1302300,13,0.7405986,57902.68,46000,Three Rivers Regional Commission (Northwest)--Carroll County
1302400,13,0.8678403,94641.46,80000,Atlanta Regional Commission (South Central)--Fayette County
1302500,13,0.6392899,50848.03,38400,"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties"
1302600,13,0.7062614,53609.24,45000,"Northwest Georgia Regional Commission--Walker, Catoosa, Chattooga & Dade Counties"
1302700,13,0.7102352,53826.45,39910,Northwest Georgia Regional Commission (North Central)--Whitfield County
1302800,13,0.68775,51124.37,37820,Northwest Georgia Regional Commission (Northeast)
1302900,13,0.7320558,56168.32,45000,Northwest Georgia Regional Commission (East Central)--Bartow County
1303001,13,0.7562661,57324.82,40000,Atlanta Regional Commission (Northwest)--Cobb County (Central)--Marietta City
1303002,13,0.8348142,81369.84,64900,Atlanta Regional Commission--Cobb County (Northwest)--Kennesaw & Acworth Cities
1303003,13,0.8477685,91482.55,70000,Atlanta Regional Commission (Northwest)--Cobb County (Southwest)--Powder Springs City
1303004,13,0.7843484,79670.02,60500,Atlanta Regional Commission (Northwest)--Cobb County (Southeast)--Smyrna City
1303005,13,0.8907423,128947.4,96500,Atlanta Regional Commission (Northwest)--Cobb County (Northeast)
1303101,13,0.8750799,74189.49,57000,Atlanta Regional Commission--Cherokee County (Central)--Woodstock & Canton Cities
1303102,13,0.913415,91087.58,75000,Atlanta Regional Commission--Cherokee County (Outside Woodstock & Canton Cities)
1303200,13,0.69194,56600.96,38000,Georgia Mountains Regional Commission (North & Northwest)
1303300,13,0.8993578,108060.5,85701,Georgia Mountains Regional Commission (Southwest)--Forsyth County
1303400,13,0.7023647,65867.61,46000,Georgia Mountains Regional Commission (South Central)--Hall County
1303500,13,0.6201085,50024.7,38700,Georgia Mountains Regional Commission (Southeast)
1303600,13,0.7053792,47564.19,30000,Northeast Georgia Regional Commission (Central)--Clarke County--Athens City
1303700,13,0.6792343,69171.8,47600,Northeast Georgia Regional Commission (East)
1303800,13,0.7619684,64834.13,53700,Northeast Georgia Regional Commission (Northwest)--Barrow & Jackson Counties
1303900,13,0.7319705,61209.48,50000,"Northeast Georgia Regional Commission (Southwest)--Walton, Morgan & Jasper Counties"
1304000,13,0.6566762,50532.26,35100,Central Savannah River Area Regional Commission (East Central)--Richmond County
1304001,13,0.828267,80874.31,56900,Atlanta Regional Commission (Northeast)--Gwinnett County (West Central)--Duluth City
1304002,13,0.8709942,89646.58,69200,Atlanta Regional Commission (Northeast)--Gwinnett County (North)--Sugar Hill City
1304003,13,0.8313996,70436.34,60000,Atlanta Regional Commission--Gwinnett County (Central)--Lawrenceville City
1304004,13,0.9248967,86274.2,72500,Atlanta Regional Commission (Northeast)--Gwinnett County (East)
1304005,13,0.8533069,75406.55,64000,Atlanta Regional Commission (Northeast)--Gwinnett County (South)--Snellville City
1304006,13,0.7710637,61416.83,44000,Atlanta Regional Commission (Northeast)--Gwinnett County (Southwest)--Lilburn City
1304100,13,0.8181128,89849.03,72400,Central Savannah River Area Regional Commission (East Central)--Columbia County
1304200,13,0.4865043,44902.7,30000,Central Savannah River Area Regional Commission (West & Outside Richmond & Columbia)
1304300,13,0.7733078,63613.47,52000,Atlanta & Northeast Georgia Regional Commissions--Newton & Rockdale Counties
1304400,13,0.7960916,62198.65,48300,Atlanta Regional Commission (Southwest)--Douglas County
1304500,13,0.8127438,67105.65,56000,Northwest Georgia Regional Commission (Southeast)--Paulding County
1304600,13,0.5404496,34213.36,21900,Atlanta Regional Commission--Fulton County (Central)--Atlanta City (Central)
1305001,13,0.7367349,53129.11,42000,Atlanta Regional Commission (South Central)--Clayton County (South)
1305002,13,0.6511246,44828.8,37000,Atlanta Regional Commission (South Central)--Clayton County (North)--Forest Park City
1306001,13,0.8641866,64815.92,53400,Atlanta Regional Commission (Southeast)--Henry County (South)--McDonough City
1306002,13,0.8969998,74743.63,58700,Atlanta Regional Commission (Southeast)--Henry County (North)--Stockbridge City
1500100,15,0.7848409,85164.49,65800,"Maui, Kalawao & Kauai Counties"
1500200,15,0.7697296,65211.84,47000,Hawaii County
1500301,15,0.8625288,73243.13,64000,Honolulu County--Rural Oahu
1500302,15,0.8616222,114555.1,90000,Honolulu County--Koolaupoko
1500303,15,0.8311508,115045.9,87500,Honolulu County--East Honolulu to Kapahulu
1500304,15,0.7528391,72285.14,51000,Honolulu County--Tantalus to Waikiki
1500305,15,0.7196805,76625.77,54200,Honolulu County--Nuuanu to Kalihi
1500306,15,0.8219425,89381.25,80000,Honolulu County--Moanalua to Pearl City
1500307,15,0.8227997,96467.05,80500,Honolulu County--Central Oahu
1500308,15,0.8675423,101956.4,99400,Honolulu County--Ewa
1600100,16,0.725678,54466.08,41000,"Bonner, Latah, Shoshone, Boundary, Benewah & Kootenai (Southeast) Counties"
1600200,16,0.7926595,63608.67,56000,"Kootenai County (Northwest)--Coeur dAlene, Post Falls & Hayden Cities"
1600300,16,0.6691275,51992.87,43000,Central Idaho--Lewiston City & Nez Perce Reservation
1600400,16,0.7486032,77226.2,48820,"Ada (North), Payette, Canyon (North), Gem & Washington Counties--Eagle City"
1600500,16,0.7187435,51848.8,42700,Canyon (South) & Owyhee Counties--Caldwell & Nampa (South & West) Cities
1600600,16,0.7540797,60972.93,48000,Canyon (East) & Ada (West) Counties--Nampa (Central & East) & Meridian (West) Cities
1600701,16,0.8367267,69012.37,50000,Ada County (Central)--Meridian (Northeast) & Boise (Far West) Cities
1600702,16,0.7617032,62216.95,43200,Ada County (Northeast)--Boise (North & West) & Garden City Cities
1600800,16,0.7873139,62820.45,47000,Ada County (South)--Boise (South) & Kuna Cities
1600900,16,0.7272502,52744.57,45500,Twin Falls & Cassia Counties--Twin Falls City
1601000,16,0.7119802,60061.4,46500,"Elmore, Jerome, Blaine, Minidoka, Gooding, Lincoln & Camas Counties"
1601100,16,0.7306019,53706.96,45300,"Bingham (Outside Fort Hall AIR), Madison, Jefferson, Fremont & Teton Counties"
1601200,16,0.728767,61173.44,51000,Bonneville County--Idaho Falls City
1601300,16,0.742057,56064.67,43100,"Southeast Idaho--Pocatello, Chubbuck Cities & Fort Hall Reservation"
1700104,17,0.6907188,62769.87,49400,"Jo Daviess, Carroll, Whiteside & Lee Counties"
1700105,17,0.7485914,63908,47000,Rock Island County
1700202,17,0.6596557,59444.03,48000,"Henry, Mercer, Henderson, Warren, Hancock, McDonough & Fulton Counties"
1700300,17,0.6773066,51377.89,40000,"Adams, Pike, Brown, Schuyler & Mason Counties"
1700401,17,0.6958794,60115.36,48000,"Cass, Morgan, Scott, Greene, Macoupin, Jersey & Calhoun Counties"
1700501,17,0.6978188,63310.95,50050,"Montgomery, Bond, Clinton, Fayette & Effingham Counties"
1700600,17,0.7149719,55823.41,42000,"Douglas, Edgar, Coles & Cumberland Counties"
1700700,17,0.6558332,54909.85,43800,"Clark, Jasper, Crawford, Lawrence, Richland, Clay & Wayne Counties"
1700800,17,0.6318182,57624.36,41100,South & Southeast Illinois
1700900,17,0.6096359,52031.9,36200,"Jackson, Williamson, Franklin & Perry Counties"
1701001,17,0.7173414,59996.58,47600,"Monroe, Randolph, Washington, Jefferson & Marion Counties"
1701104,17,0.7210812,73749.56,54400,St. Clair County (Central & Northeast)
1701105,17,0.545752,50439.65,39260,"St. Clair County (Northwest, Southwest & Southeast)"
1701204,17,0.8194381,78539.32,67000,Madison County (East)
1701205,17,0.7157934,58648.07,47600,"Madison County (West)--Granite City, Alton, Wood River Cities & Godfrey Village"
1701300,17,0.7830111,73605.63,55900,Sangamon County--Springfield City
1701500,17,0.7090181,61509.68,45000,Macon County--Decatur City
1701602,17,0.6992837,64689.82,50000,"Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties"
1701701,17,0.7012462,64799.32,48000,Peoria County--Peoria City
1701900,17,0.7390742,71240.49,54650,Tazewell County
1702000,17,0.7976116,79351.73,64000,McLean County
1702100,17,0.7994167,64276.16,45000,Champaign County--Champaign & Urbana Cities
1702200,17,0.6429261,57982.12,47000,"Livingston, Ford, Iroquois & Vermilion Counties"
1702300,17,0.7142652,63203.27,50000,Kankakee County
1702400,17,0.7199643,64130.17,49000,LaSalle County
1702501,17,0.7007815,65252.07,48550,"Knox, Stark, Bureau, Marshall & Woodford Counties"
1702601,17,0.8240953,62858.75,52300,DeKalb County
1702700,17,0.736288,55384.11,41000,Stephenson & Ogle Counties
1702801,17,0.7109708,57999.84,43000,Winnebago County (Southeast & West)--Rockford City
1702901,17,0.8046845,69788.53,52500,Winnebago (Northeast) & Boone Counties
1703005,17,0.745981,59007.3,46100,Kane County (Southeast)--Aurora Township
1703007,17,0.8205897,112572.5,84000,"Kane County (East)--St. Charles, Batavia (Central) & Geneva (Central) Townships"
1703008,17,0.8183023,78184.11,63004,Kane County (Northeast)--Elgin (North & Central) & Dundee Townships
1703009,17,0.9267715,124800.4,94000,Kane County (West)
1703102,17,0.7002645,61567.54,48100,Will County (West Central)--Joliet & Troy Townships
1703105,17,0.8064438,86046.32,73830,Will County (Northwest Central)--Plainfield & Lockport Townships
1703106,17,0.8830077,118556.3,91800,Will County (Northwest)--DuPage & Wheatland Townships
1703107,17,0.8625711,107132.2,90250,"Will County (Northeast)--Frankfort, Homer & New Lenox (North) Townships"
1703108,17,0.8131559,81336.82,71000,Will County (South)
1703202,17,0.8465879,119954.2,76150,DuPage County (Central)--Milton Township
1703203,17,0.8588614,126878.6,96000,DuPage County (South Central)--Lisle Township
1703204,17,0.8145765,125587.5,78000,DuPage County (Southeast)--Downers Grove Township
1703205,17,0.7988215,96757.89,72000,DuPage County (East Central)--York Township
1703207,17,0.7316993,81978.52,59700,Dupage County (Northeast)--Addison & Bloomingdale (North) Townships
1703208,17,0.8728929,91436.49,73400,"DuPage County (Northwest)--Bloomingdale (South), Wayne & Winfield (North) Townships"
1703209,17,0.8846676,101835,82000,DuPage County (Southwest)--Naperville & Winfield (South) Townships
1703306,17,0.8120489,76686.48,61590,"Lake County (Northwest)--Avon, Lake Villa, Antioch & Grant Townships"
1703307,17,0.7021918,58264.97,42000,"Lake County (Northeast)--Waukegan, Zion, Benton & Newport Townships"
1703308,17,0.8801398,125110,95000,"Lake County (Southwest)--Ela, Freemont, Wauconda & Cuba Townships"
1703309,17,0.8879197,122333.6,90000,"Lake County (East Central)--Warren, Libertyville (North & East) & Shields Townships"
1703310,17,0.9009938,161135.6,119000,"Lake County--Vernon, Moraine, West Deerfield & Libertyville (Southeast) Townships"
1703401,17,0.8531401,127428.8,85000,Cook County (Northwest)--Palatine & Barrington Townships
1703407,17,0.7222558,74054.83,53000,"Cook County (West Central)--Proviso, Riverside & River Forest Townships"
1703408,17,0.7403604,82477.98,58380,"Cook County (Central)--Cicero, Berwyn & Oak Park Townships"
1703409,17,0.7405713,91228.78,62900,Cook County (West Central)--Lyons & Stickney Townships
1703410,17,0.8417441,94907.77,72380,"Cook County (Southwest)--Orland (West & Central), Palos & Lemont Townships"
1703411,17,0.6864474,65147.74,53000,Cook County (South Central)--Worth & Calumet Townships
1703412,17,0.7686979,72013.66,58500,Cook County (South Central)--Bremen & Orland (East) Townships
1703413,17,0.6822426,53033.28,41450,Cook County (Southeast)--Thornton Township
1703414,17,0.7018644,65509.25,53000,Cook County (South)--Bloom & Rich Townships
1703415,17,0.8519512,87414.95,62400,Cook County (North)--Wheeling Township (North & East)
1703416,17,0.8815497,165677.5,120000,Cook County (Northeast)--Northfield & New Trier Townships
1703417,17,0.8549709,83108.57,67500,Cook County (Northwest)--Hanover & Schaumburg (Northwest) Townships
1703418,17,0.8620837,88970.46,70000,Cook County (Northwest)--Schaumburg Township (South & Central)
1703419,17,0.8124068,81190.88,66600,Cook County (Northwest)--Elk Grove & Wheeling (Southwest) Townships
1703420,17,0.797808,87957.84,65000,"Cook County (North)--Maine, Norwood Park Townships & Chicago City--Edison Park"
1703421,17,0.8234147,97345.36,64780,Cook County (North)--Niles & Evanston Townships
1703422,17,0.7522703,65653.73,54000,"Cook County (West)--Leyden, Norwood Park (South) Townships & Chicago City--OHare"
1703501,17,0.76917,61814.92,42500,"Chicago City (North)--Edgewater, Uptown & Rogers Park"
1703502,17,0.8960077,124373.1,82000,Chicago City (North)--Lake View & Lincoln Park
1703503,17,0.7759569,87064.41,61000,"Chicago City (North)--West Ridge, Lincoln Square & North Center"
1703504,17,0.7907258,74545.55,60000,"Chicago City (Northwest)--Irving Park, Albany Park, Forest Glen & North Park"
1703520,17,0.7415343,70847.68,58000,"Chicago City (Northwest)--Portage Park, Dunning & Jefferson Park"
1703521,17,0.5146228,46721.52,34500,"Chicago City (West)--Austin, Belmont Cragin & Montclare"
1703522,17,0.6588956,68036.26,49800,"Chicago City (Northwest)--Logan Square, Avondale & Hermosa"
1703523,17,0.551795,39257.68,25600,"Chicago City (West)--North & South Lawndale, Humboldt Park, East & West Garfield Park"
1703524,17,0.7975835,91147.14,61000,"Chicago City (West)--West Town, Near West Side & Lower West Side"
1703525,17,0.8415244,135083.3,85000,"Chicago City (Central)--Near North Side, Loop & Near South Side"
1703526,17,0.6242425,48333.55,35000,"Chicago City (Southwest)--Brighton Park, New City, Bridgeport & McKinley Park"
1703527,17,0.7247598,61922.51,50700,"Chicago City (Southwest)--Gage Park, Garfield Ridge & West Lawn"
1703528,17,0.506688,36866.57,26300,"Chicago City (South)--Chicago Lawn, Englewood/West Englewood & Greater Grand Crossing"
1703529,17,0.5462844,47281.04,29400,"Chicago City (South)--South Shore, Hyde Park, Woodlawn, Grand Boulevard & Douglas"
1703530,17,0.6816275,71951.54,56000,"Chicago City (South)--Ashburn, Washington Heights, Morgan Park & Beverly"
1703531,17,0.5818833,43127.21,32300,"Chicago City (South)--Auburn Gresham, Roseland, Chatham, Avalon Park & Burnside"
1703532,17,0.5938728,42378.04,30000,"Chicago City (South)--South Chicago, Pullman, West Pullman, East Side & South Deering"
1703601,17,0.8685213,87863.35,74500,"McHenry County (North, West & Central)"
1703602,17,0.8568814,94308.08,75700,"McHenry County (Southeast)--Algonquin, McHenry & Nunda Townships"
1703700,17,0.9098651,84439.54,75000,Kendall & Grundy Counties
1800101,18,0.5815096,46215.24,35500,Lake County (Northwest)--Hammond & East Chicago Cities
1800102,18,0.5956258,45808.03,33000,Lake County (Northeast)--Gary City & Griffith Town
1800103,18,0.798315,74778.06,55400,Lake County (Central)
1800104,18,0.8550602,83183.38,65400,Lake County (South)
1800200,18,0.7710494,76618.92,63800,Porter County
1800300,18,0.6533009,59082.35,48000,LaPorte County
1800401,18,0.6459965,46259.37,37000,St. Joseph County (North)--South Bend City
1800402,18,0.7398501,64521.57,45000,St. Joseph County (Outside South Bend City)--Mishawaka City
1800500,18,0.7117625,57544.27,45000,Elkhart County--Elkhart & Goshen Cities
1800600,18,0.6708114,62273.29,48470,"Noble, DeKalb, LaGrange & Steuben Counties"
1800700,18,0.6897988,54549.73,46100,"Jasper, Starke, Fulton, Newton & Pulaski Counties"
1800800,18,0.6637337,66514.2,50000,Kosciusko & Marshall Counties
1800900,18,0.6810283,59809.13,49800,"Huntington, Whitley, Adams & Wells Counties"
1801001,18,0.6669158,45856.14,33500,Allen County (Central)--Fort Wayne City (South)
1801002,18,0.736825,56875.73,44000,Allen County (Central)--Fort Wayne City (North)
1801003,18,0.8241615,81071.66,65000,Allen County (Outside Fort Wayne City)
1801100,18,0.7093352,59952.47,52000,"Montgomery, Clinton, White, Carroll & Benton Counties"
1801200,18,0.7633909,59581.94,46000,Tippecanoe County--Lafayette & West Lafayette Cities
1801300,18,0.7041475,55556.55,44000,"Howard, Cass & Tipton Counties--Kokomo City"
1801400,18,0.6155119,51909.88,37900,"Grant, Miami & Wabash Counties"
1801500,18,0.6253677,51540.61,42000,"Henry, Randolph, Jay & Blackford Counties"
1801600,18,0.612587,49443.65,41300,"Clay, Sullivan, Parke, Fountain, Vermillion & Warren Counties"
1801700,18,0.6781308,50396.96,37200,Vigo County--Terre Haute City
1801801,18,0.8126296,98214.13,69500,Boone & Hamilton (Northwest) Counties
1801802,18,0.9328371,115251.5,85000,Hamilton County (Central)--Carmel City & Fishers Town (West)
1801803,18,0.8723885,119121,85000,Hamilton County (East)--Noblesville City & Fishers Town (East)
1801900,18,0.6494015,53199.53,42700,Madison County--Anderson City
1802000,18,0.7076953,48295.4,35400,Delaware County--Muncie City
1802100,18,0.7238979,63975.32,50200,"Morgan, Putnam & Brown Counties"
1802200,18,0.8336258,81198.13,65000,Hendricks County
1802301,18,0.7452146,62011.02,45000,Marion County--Pike & Washington (Northwest) Townships--Indianapolis City (Northwest)
1802302,18,0.7943425,75804.87,50000,Marion County--Washington Township (South & East)--Indianapolis City (North)
1802303,18,0.7284241,70031.76,45000,Marion County--Lawrence Township--Indianapolis (Northeast) & Lawrence Cities
1802304,18,0.6905466,46020.05,35000,Marion County--Wayne & Decatur (Northwest) Townships--Indianapolis City (West)
1802305,18,0.5386168,40049.92,26400,Marion County--Center Township--Indianapolis City (Central)
1802306,18,0.7542779,63933.83,50000,Marion County--Warren & Franklin Townships--Indianapolis City (East & Southeast)
1802307,18,0.7250751,48787.38,40000,Marion County--Perry & Decatur (South & East) Townships--Indianapolis City (South)
1802400,18,0.777679,70686.88,56000,Johnson County--Greenwood City
1802500,18,0.7615555,65160.38,54400,Hancock & Shelby Counties
1802600,18,0.5421069,48503.98,38000,"Wayne, Fayette, Rush & Union Counties"
1802700,18,0.6411054,54500.43,42000,"Greene, Daviess, Owen, Orange & Martin Counties"
1802800,18,0.7294735,64208.88,40000,Monroe County--Bloomington City
1802900,18,0.7178633,63002.02,50000,Bartholomew & Jackson Counties--Columbus City
1803000,18,0.6410275,53831.18,44400,"Jefferson, Jennings, Decatur & Scott Counties"
1803100,18,0.6985728,61136.95,50000,"Dearborn, Franklin, Ripley, Switzerland & Ohio Counties"
1803200,18,0.7967945,73910.97,57000,"Warrick, Gibson & Posey Counties"
1803300,18,0.6876875,56009.04,41200,Vanderburgh County--Evansville City
1803400,18,0.6420338,59650.6,47000,"Dubois, Knox, Spencer, Perry, Pike & Crawford Counties"
1803500,18,0.6812553,66920.98,50000,"Floyd, Harrison & Washington Counties"
1803600,18,0.7185959,61218.87,50000,Clark County--Jeffersonville City
1900100,19,0.7579438,67016.21,57000,"Sioux, Clay, Dickinson, OBrien, Lyon, Emmet, Palo Alto & Osceola Counties"
1900200,19,0.6714242,61630.89,47000,"Cerro Gordo, Floyd, Kossuth, Hancock, Winnebago, Mitchell & Worth Counties"
1900400,19,0.6895432,58295.21,50000,"Bremer, Winneshiek, Fayette, Clayton, Allamakee, Chickasaw & Howard Counties"
1900500,19,0.7971172,56701.08,43500,Black Hawk County--Waterloo & Cedar Falls Cities
1900600,19,0.7125173,61150.14,46000,"Webster, Hardin, Hamilton, Butler, Wright, Grundy, Franklin & Humboldt Counties"
1900700,19,0.7199044,64635.81,51500,"Dubuque, Buchanan, Jackson & Delaware Counties--Dubuque City"
1900800,19,0.680963,65090.61,56000,"Clinton, Muscatine, Jones & Cedar Counties"
1900900,19,0.6948926,71949.98,52000,Scott County--Davenport City
1901000,19,0.7873005,71895.74,56000,Linn County--Cedar Rapids City
1901100,19,0.8307709,74604.53,53200,Johnson County--Iowa City
1901200,19,0.6749179,65978.4,54000,"Marshall, Benton, Poweshiek, Tama & Iowa Counties"
1901300,19,0.8283004,62007.28,50000,Story & Boone Counties--Ames City
1901400,19,0.7651252,69296.8,62450,"Warren, Jasper, Marion, Dallas (West) & Madison Counties"
1901500,19,0.8810969,97431.84,75000,Polk (Southwest) & Dallas (East) Counties--West Des Moines & Urbandale Cities
1901600,19,0.8530717,81628.8,63500,Polk County (East)--Ankeny & Altoona Cities
1901700,19,0.7117736,57325.86,45200,Des Moines City
1901800,19,0.6866459,59982.46,46000,South Central Iowa
1901900,19,0.6738271,59543.43,44000,"Northwest Central Iowa--Storm Lake, Denison & Cherokee Region"
1902000,19,0.6871144,60764.8,52000,Woodbury & Plymouth Counties--Sioux City
1902100,19,0.7111017,64550.9,47200,Southwest Iowa--Council Bluffs City
1902200,19,0.6792095,56290.15,45000,"Wapello, Mahaska, Washington, Jefferson, Keokuk, Davis & Van Buren Counties"
1902300,19,0.7123692,57120.39,42100,"Des Moines, Lee, Henry & Louisa Counties"
2000100,20,0.7363388,60224.21,41000,Northwest Kansas
2000200,20,0.6943232,60234.89,49400,North Central Kansas--Salina City
2000300,20,0.77299,58365.05,45000,"Riley, Geary & Pottawatomie Counties--Manhattan City"
2000400,20,0.7256005,69753.17,53400,Northeast Kansas
2000500,20,0.644091,48744.14,39700,Wyandotte County--Kansas City
2000601,20,0.8716787,91019.55,71000,"Johnson County (Northwest)--Shawnee, Lenexa & De Soto Cities"
2000602,20,0.8741242,86014.72,60050,"Johnson County (Northeast)--Overland Park (North), Prairie Village & Merriam Cities"
2000603,20,0.8676692,84856.17,69500,"Johnson County (Southwest)--Olathe, Gardner, Spring Hill & Edgerton Cities"
2000604,20,0.9140518,135857.2,94000,Johnson County (Southeast)--Blue Valley Region
2000700,20,0.8622557,74587.85,57090,Douglas County--Lawrence City
2000801,20,0.6425162,47053.35,38200,Shawnee County (Central)--Topeka City
2000802,20,0.7701711,76020.42,60610,"Shawnee (Outside Topeka City), Osage, Jackson, Brown & Wabaunsee Counties"
2000900,20,0.7064146,55498.54,45000,Flint Hills Region--Emporia City
2001000,20,0.684592,61063.47,46800,Central Kansas--Hutchinson City
2001100,20,0.6372626,54923.11,40700,South Central Kansas
2001200,20,0.6928279,60986.56,49000,"Southwest Kansas--Dodge City, Garden City & Liberal City"
2001301,20,0.7638277,73181.66,59000,Sedgwick (Northwest) & Harvey Counties--Wichita (Northwest) & Newton Cities
2001302,20,0.7863545,78794.04,53900,Sedgwick (Northeast) & Butler (North & East) Counties--Wichita City (Northeast)
2001303,20,0.5725933,38708.42,32000,Sedgwick County (Central)--Wichita City (Central)
2001304,20,0.704349,61958.64,46000,Sedgwick (South) & Butler (Southwest) Counties--Wichita (South) & Derby Cities
2001400,20,0.6688841,58092.47,46000,East Central Kansas
2001500,20,0.6381575,52914.32,40000,Southeast Kansas
2100100,21,0.6765735,51422.91,38200,Purchase Area Development District
2100200,21,0.5838702,47241.83,33000,Pennyrile Area Development District (North)
2100300,21,0.5948301,60697.81,43800,Pennyrile Area Development District (South)
2100400,21,0.6029294,45779.04,35700,Barren River Area Development District (Outer)
2100500,21,0.7641686,61661.42,50700,Barren River Area Development District (Central)--Warren County
2100600,21,0.5826842,43872.1,31100,Lake Cumberland Area Development District (West)
2100700,21,0.5352665,40494.3,29200,Lake Cumberland Area Development District (East)
2100800,21,0.6259396,42599.93,30600,Cumberland Valley Area Development District (North)
2100900,21,0.564393,40332.89,26300,Cumberland Valley Area Development District (South)
2101000,21,0.5759911,43499.09,29500,Kentucky River Area Development District
2101100,21,0.6270418,46222.6,32900,Big Sandy Area Development District
2101200,21,0.6750259,61258.84,47500,Lincoln Trail Area Development District (East)
2101300,21,0.7234236,53396.45,40370,Lincoln Trail Area Development District (West)
2101400,21,0.6695611,49750.45,38400,Green River Area Development District (Southwest)
2101500,21,0.6994823,61347.49,49000,Green River Area Development District (Northeast)--Daviess & Hancock Counties
2101600,21,0.7740215,71503.51,60550,KIPDA Area Development District (Southeast)
2101701,21,0.4602738,35536.88,26900,KIPDA Area Development District (West)--Louisville/Jefferson County (Northwest)
2101702,21,0.7671235,78365.53,52000,KIPDA Area Development District (West)--Louisville/Jefferson County (North Central)
2101703,21,0.8851215,113995.4,80000,KIPDA Area Development District (West)--Louisville/Jefferson County (Northeast)
2101704,21,0.8411798,76909.76,60000,KIPDA Area Development District (West)--Louisville/Jefferson County (Southeast)
2101705,21,0.782635,53149.3,42000,KIPDA Area Development District (West)--Louisville/Jefferson County (South Central)
