Cleveland,Ohio,OH,United States of America,/cities/cleveland,,Apr,2014,https://newsroom.uber.com/us-ohio/uber-cleveland-launches-with-free-rides-for-2-weeks/,41.49,-81.69
Columbus,Ohio,OH,United States of America,/cities/columbus,,Oct,2013,http://www.dispatch.com/content/blogs/crawlumbus/2013/10/uber-launching-in-columbus.html,39.98,-82.98
Dayton,Ohio,OH,United States of America,/cities/dayton,,Aug,2014,http://www.daytondailynews.com/news/business/uber-to-offer-vehicle-for-hire-service-in-dayton/nhBJZ/,39.75,-84.19
Toledo,Ohio,OH,United States of America,/cities/toledo,,Jun,2014,https://newsroom.uber.com/us-ohio/uber-toledo-launches-with-free-rides-for-2-weeks-2/,41.66,-83.55
Oklahoma City,Oklahoma,OK,United States of America,/cities/oklahoma-city,,Oct,2013,http://www.reddirtreport.com/rustys-free-time/uber-officially-arrives-oklahoma-city,35.48,-97.54
Stillwater,Oklahoma,OK,United States of America,/cities/stillwater,,Feb,2015,https://newsroom.uber.com/us-oklahoma/uber-launching-in-stillwater-with-free-rides/,36.11,-97.05
Tulsa,Oklahoma,OK,United States of America,/cities/tulsa,,Mar,2014,https://newsroom.uber.com/us-oklahoma/tulsa-were-bringing-uber-to-you/,36.13,-95.94
Portland,Oregon,OR,United States of America,/cities/portland,,Dec,2014,http://www.theverge.com/2014/12/5/7342981/uber-launches-in-portland-oregon-despite-being-completely-illegal-there,45.52,-122.67
Erie,Pennsylvania,PA,United States of America,/cities/erie,,Apr,2015,http://www.erienewsnow.com/story/28767725/uber-ride-share-app-launching-in-erie,42.12,-80.08
Harrisburg,Pennsylvania,PA,United States of America,/cities/harrisburg,,Jan,2015,https://theburgnews.com/news/harrisburg-lift-uber-launches-city,40.27,-76.88
Lancaster,Pennsylvania,PA,United States of America,/cities/lancaster-pa,,Mar,2015,https://newsroom.uber.com/us-pennsylvania/lancaster-york-and-reading-your-uber-has-arrived/,40.03,-76.3
Lehigh Valley,Pennsylvania,PA,United States of America,/cities/allentown,,Jan,2015,https://newsroom.uber.com/us-pennsylvania/lehigh-valley-your-uber-is-arriving-now/,40.6,-75.48
Philadelphia,Pennsylvania,PA,United States of America,/cities/philadelphia,,Jun,2012,http://techcrunch.com/2012/06/06/after-a-month-of-stealthy-testing-uber-officially-launches-in-philadelphia/,39.95,-75.16
Pittsburgh,Pennsylvania,PA,United States of America,/cities/pittsburgh,,Mar,2014,https://newsroom.uber.com/us-pennsylvania/uber-officially-launches-in-pittsburgh/,40.44,-79.99
Reading,Pennsylvania,PA,United States of America,/cities/reading-pa,,Mar,2015,https://newsroom.uber.com/us-pennsylvania/lancaster-york-and-reading-your-uber-has-arrived/,40.33,-75.92
State College,Pennsylvania,PA,United States of America,/cities/state-college,,Feb,2015,https://newsroom.uber.com/us-pennsylvania/state-college-your-uber-is-arriving-now/,40.79,-77.86
Wilkes-Barre Scranton,Pennsylvania,PA,United States of America,/cities/wilkesbarre-scranton,,Feb,2015,http://wnep.com/2015/02/08/uber-arrives-in-scranton-wilkes-barre/,41.41,-75.67
Rhode Island,Rhode Island,RI,United States of America,/cities/providence,,Sep,2013,http://ripr.org/post/demand-car-service-uber-ready-disrupt-providence,41.82,-71.42
Charleston,South Carolina,SC,United States of America,/cities/charleston,,Jul,2014,https://newsroom.uber.com/us-south-carolina/south-carolina-your-uberx-is-arriving-now/,32.77,-79.93
Columbia,South Carolina,SC,United States of America,/cities/columbia,,Jul,2014,https://newsroom.uber.com/us-south-carolina/south-carolina-your-uberx-is-arriving-now/,34,-81.03
Greenville,South Carolina,SC,United States of America,/cities/greenville-sc,,Jul,2014,https://newsroom.uber.com/us-south-carolina/south-carolina-your-uberx-is-arriving-now/,34.85,-82.39
Myrtle Beach,South Carolina,SC,United States of America,/cities/myrtle-beach,,Jul,2014,http://www.thedigitel.com/s/myrtle-beach-charleston/opinions-news-business-travel/its-official-uber-rolling-myrtle-beach-and-more-sc-140710-275239,33.68,-78.88
Lubbock,Texas,TX,United States of America,/cities/lubbock,,Jun,2014,https://newsroom.uber.com/uber-lands-in-lubbock-with-two-weeks-of-free-rides/,33.57,-101.85
Chattanooga,Tennessee,TN,United States of America,/cities/chattanooga,,Nov,2014,https://newsroom.uber.com/us-tennessee/chattanooga-your-uber-is-arriving-now/,35.04,-85.3
Knoxville,Tennessee,TN,United States of America,/cities/knoxville,,Aug,2014,http://www.local8now.com/home/headlines/Uber-expands-ride-sharing-services-to-Knoxville-273042271.html,35.96,-83.92
Memphis,Tennessee,TN,United States of America,/cities/memphis,,Apr,2014,https://www.memphisdailynews.com/news/2014/apr/25/ride-sharing-service-lyft-launches-in-memphis/,35.14,-90.04
Nashville,Tennessee,TN,United States of America,/cities/nashville,,Dec,2013,https://twitter.com/uber/status/410868842273849344,36.17,-86.78
Abilene,Texas,TX,United States of America,/cities/abilene,,Aug,2015,https://newsroom.uber.com/us-texas/abilene/,32.45,-99.75
Amarillo,Texas,TX,United States of America,/cities/amarillo,,Jul,2014,https://newsroom.uber.com/uber-launching-amarillo-with-free-rides-for-two-weeks/,35.22,-101.83
Austin,Texas,TX,United States of America,/cities/austin,,Jun,2014,http://kxan.com/2014/06/04/uber-launches-in-austin-despite-official-ban/,30.26,-97.74
College Station,Texas,TX,United States of America,/cities/college-station,,Aug,2014,http://kagstv.com/News/KAGSNews/ID/4561/Uber-Makes-Its-Debut-In-College-Station-Students-Excited,30.62,-96.33
Corpus Christi,Texas,TX,United States of America,/cities/corpus-christi,,May,2014,https://newsroom.uber.com/us-texas/cheers-corpus-christi-your-uberx-has-arrived/,27.8,-97.39
Dallas-Fort Worth,Texas,TX,United States of America,/cities/dallas,,Sep,2012,blog.uber.com/2012/09/14/uber-does-dallas/,32.78,-98.8
El Paso,Texas,TX,United States of America,/cities/el-paso,,Jun,2014,http://elpaso411.com/2014/06/uber-launches-in-el-paso/,31.75,-106.48
Houston,Texas,TX,United States of America,/cities/houston,,Feb,2014,http://www.chron.com/news/houston-texas/houston/article/Ridesharing-service-Uber-jumps-into-Houston-market-5253892.php,29.76,-95.36
Killeen,Texas,TX,United States of America,/cities/killeen,,Jul,2015,https://newsroom.uber.com/us-texas/uber-killeen/,31.11,-97.72
